processo_id,numero_processo,cliente_id,tipo,fase,status,advogado_responsavel,data_abertura,prazo_proximo,valor_causa,vara,observacoes
1078,6944389-98.2023.1.72.8245,1479,Civil,instrução,active,Dra Fontes,19/09/2020,30/12/2026,22062.00,11ª Vara Criminal de Recife,
1079,8572382-61.2025.1.41.7172,1450,cível,arquivado,closed,DRA. CAVALCANTE,26 de agosto de 2020,4 de junho de 2025,423820,16ª Vara Criminal de Recife,urgente
1080,2675642-32.2022.8.65.5499,102,Civil,arquivado,Ativo,DRA. CAVALCANTE,05/09/21,25/12/2025,,2ª Vara Trabalhista de Recife,aguardando documentos
1081,1273300-90.2024.2.80.7378,1358,civil,audiência,ativo,Dra Fontes,22/11/22,2026-06-15,266619.00,18ª Vara Criminal de Recife,em negociação
1082,7848147-32.2021.6.58.3528,784,Civil,instrução,active,Dr. Melo,6 de agosto de 2025,05/12/25,,18ª Vara Trabalhista de Recife,em negociação
1083,5217157-98.2020.2.64.4094,96,Civil,instrução,acordo,dr. melo,9 de maio de 2023,2025-10-13,R$ 141.617,16ª Vara Criminal de Recife,
1084,1614850-25.2020.8.85.3161,1104,Trabalhista,inicial,active,DRA. CAVALCANTE,22 de setembro de 2020,2025-05-07,R$ 349.942,17ª Vara Trabalhista de Recife,aguardando documentos
1085,2110878-87.2023.8.83.8978,89,trabalhista,instrução,settlement,dr. melo,10 de agosto de 2024,13/11/2026,463278.00,13ª Vara Criminal de Recife,aguardando documentos
1086,1272937-41.2023.5.75.9958,900,civil,instrução,ativo,Dr. Barros,20 de dezembro de 2022,4 de janeiro de 2026,,14ª Vara Criminal de Recife,
1087,9425559-65.2022.6.99.1309,98,Civil,acordo extrajudicial,Ativo,Dra. Cavalcante,08/12/20,30 de janeiro de 2025,,4ª Vara Criminal de Recife,cliente não responde
1088,6096719-87.2023.1.41.6180,13,TRABALHISTA,execução,ativo,Dra Fontes,3 de janeiro de 2022,12/01/26,,16ª Vara Cível de Recife,urgente
1089,5967836-10.2021.4.35.9671,1000,Trabalhista,sentença,suspenso,Dra. Cavalcante,2021-12-25,27/08/25,66509.00,4ª Vara Trabalhista de Recife,
1090,4433355-55.2023.8.48.9346,362,cível,recurso,ATIVO,Dra Fontes,2022-03-14,20/04/26,33513.00,2ª Vara Trabalhista de Recife,aguardando documentos
1091,5266269-78.2021.7.59.1392,549,Trabalhista,arquivado,settlement,Dra Fontes,24 de dezembro de 2025,07/07/2026,91597,5ª Vara Cível de Recife,aguardando documentos
1092,6260319-38.2024.8.96.1114,850,Trabalhista,inicial,closed,Dr. Melo,01/09/2021,05/11/2026,R$ 216.514,13ª Vara Criminal de Recife,
1093,1757615-27.2025.7.10.3762,128,Civil,audiência,appeal,DRA. CAVALCANTE,2021-03-08,5 de fevereiro de 2026,,19ª Vara Trabalhista de Recife,em negociação
1094,6011987-71.2020.8.10.4396,1110,Trabalhista,arquivado,Encerrado,Dra. Fontes,2020-08-10,2026-01-04,R$ 274.186,2ª Vara Criminal de Recife,
1095,5124342-11.2025.5.50.6107,669,Civil,inicial,acordo,Dr. Melo,5 de maio de 2024,19 de janeiro de 2025,R$ 247.790,4ª Vara Criminal de Recife,
1096,4065326-72.2025.8.58.5304,589,civil,inicial,closed,Dr. Melo,25/11/2024,07/07/26,R$ 451.509,1ª Vara Trabalhista de Recife,urgente
1097,1098476-20.2021.1.47.3336,462,Trabalhista,inicial,Ativo,Dr. Barros,25 de dezembro de 2025,6 de outubro de 2026,R$ 149.661,12ª Vara Criminal de Recife,em negociação
1098,1101935-78.2023.5.88.5299,583,TRABALHISTA,audiência,settlement,Dr. Melo,2026-03-21,01/03/25,71316.00,15ª Vara Trabalhista de Recife,
1099,2753004-76.2021.8.83.9874,233,civil,audiência,em recurso,Dr. Melo,23/07/2020,02/05/25,R$ 161.647,18ª Vara Trabalhista de Recife,
1100,4229107-99.2020.7.61.3978,630,TRABALHISTA,sentença,ativo,Dr. Barros,15/08/25,3 de janeiro de 2025,170011.00,5ª Vara Criminal de Recife,
1101,6339266-27.2025.5.15.6766,655,civil,recurso,ATIVO,Dra. Cavalcante,11/09/23,25/04/2026,,1ª Vara Criminal de Recife,
1102,7438163-48.2021.3.47.1186,427,cível,instrução,closed,dr. melo,01/10/2025,,R$ 156.777,1ª Vara Trabalhista de Recife,
1103,9214397-26.2023.4.18.6844,86,Trabalhista,instrução,acordo,DRA. CAVALCANTE,2023-09-18,2026-09-11,,13ª Vara Criminal de Recife,aguardando documentos
1104,6034606-21.2023.6.18.6684,544,trabalhista,recurso,ativo,Dra Fontes,21/06/2020,04/06/25,,12ª Vara Trabalhista de Recife,
1105,2660213-63.2022.6.50.8366,93,civil,execução,ativo,Dr. Barros,2021-05-19,30/07/25,76776.00,14ª Vara Trabalhista de Recife,aguardando documentos
1106,5289264-48.2020.4.41.6347,389,Civil,arquivado,ativo,Dra. Fontes,04/12/23,19/07/2025,170212,14ª Vara Criminal de Recife,em negociação
1107,9666878-83.2023.6.29.9905,754,cível,instrução,active,DRA. CAVALCANTE,17 de abril de 2023,27/08/2025,,8ª Vara Cível de Recife,cliente não responde
1108,3785792-10.2020.5.78.7940,95,trabalhista,execução,suspenso,Dr. Melo,29/09/2021,2025-08-04,R$ 276.657,19ª Vara Trabalhista de Recife,
1109,3418432-84.2025.3.59.5858,298,civil,acordo extrajudicial,Ativo,Dr. Barros,7 de março de 2020,25/01/25,,14ª Vara Criminal de Recife,
1110,8714773-70.2022.9.65.8541,83,Trabalhista,arquivado,encerrado,Dr. Barros,2020-06-24,21/04/26,,14ª Vara Criminal de Recife,
1111,3724721-44.2021.9.75.5553,421,trabalhista,sentença,encerrado,Dr. Melo,04/04/22,14 de fevereiro de 2025,R$ 309.500,15ª Vara Trabalhista de Recife,
1112,9214397-26.2023.4.18.6844,1408,Civil,arquivado,ativo,Dra. Cavalcante,21/07/2021,31 de julho de 2026,R$ 246.379,14ª Vara Criminal de Recife,aguardando documentos
1113,6036037-32.2025.3.53.7515,24,TRABALHISTA,instrução,ativo,Dr. Barros,15 de outubro de 2021,18/02/25,95103,11ª Vara Criminal de Recife,
1114,1964519-55.2020.7.58.6781,1119,Trabalhista,sentença,encerrado,Dra Fontes,04/10/2021,14 de abril de 2025,237189.00,18ª Vara Cível de Recife,aguardando documentos
1115,2869625-86.2025.7.14.5837,542,cível,execução,ativo,DRA. CAVALCANTE,2022-11-20,12/04/2026,R$ 147.462,9ª Vara Trabalhista de Recife,em negociação
1116,6404948-40.2021.7.68.7161,1105,Trabalhista,sentença,Encerrado,Dra Fontes,3 de maio de 2024,,41828.00,14ª Vara Criminal de Recife,cliente não responde
1117,7687351-51.2022.6.73.6768,610,Civil,execução,active,Dra Fontes,30 de junho de 2022,28 de junho de 2026,R$ 446.379,17ª Vara Cível de Recife,cliente não responde
1118,6416661-36.2021.8.21.8496,685,TRABALHISTA,sentença,appeal,Dra. Cavalcante,09/09/2024,23 de junho de 2026,,8ª Vara Criminal de Recife,cliente não responde
1119,9970343-38.2020.5.18.4483,411,Civil,instrução,encerrado,Dr. Barros,2025-05-11,2026-02-02,149464,7ª Vara Cível de Recife,urgente
1120,4961530-22.2021.4.22.6290,326,trabalhista,audiência,ativo,Dr. Melo,10/05/25,19/05/2025,,13ª Vara Trabalhista de Recife,
1121,3054975-46.2023.4.85.5879,236,TRABALHISTA,execução,Ativo,Dra Fontes,22 de julho de 2024,23/05/2025,272910,11ª Vara Criminal de Recife,
1122,5850223-43.2020.3.81.3185,704,trabalhista,audiência,settlement,dr. melo,21 de abril de 2026,16 de fevereiro de 2026,98666.00,6ª Vara Cível de Recife,cliente não responde
1123,6663627-76.2023.9.26.5770,968,civil,inicial,acordo,Dr. Barros,9 de fevereiro de 2021,24/09/2025,R$ 234.791,18ª Vara Criminal de Recife,
1124,7640585-40.2023.1.57.1721,1262,trabalhista,sentença,suspenso,Dr. Barros,27 de setembro de 2021,16 de setembro de 2025,,3ª Vara Cível de Recife,
1125,8209168-30.2020.1.41.7632,823,TRABALHISTA,inicial,ATIVO,dr. melo,10 de abril de 2026,25 de julho de 2025,R$ 375.164,5ª Vara Trabalhista de Recife,
1126,3754895-37.2021.6.18.8502,749,Trabalhista,inicial,ativo,Dr. Barros,2 de agosto de 2020,2 de junho de 2025,154615.00,3ª Vara Trabalhista de Recife,aguardando documentos
1127,4415624-13.2024.9.14.9480,1161,civil,instrução,encerrado,Dr. Melo,26/10/2024,13/11/26,R$ 168.044,2ª Vara Cível de Recife,urgente
1128,9810112-12.2021.1.97.8847,551,trabalhista,execução,Encerrado,Dra Fontes,2021-10-02,05/01/25,,2ª Vara Trabalhista de Recife,em negociação
1129,1346701-74.2024.1.65.8985,324,TRABALHISTA,audiência,closed,Dr. Barros,25/06/2024,19/04/2025,,4ª Vara Trabalhista de Recife,
1130,8630644-97.2025.3.28.1296,1371,civil,audiência,acordo,Dr. Barros,2020-05-17,21/02/26,481135,10ª Vara Criminal de Recife,cliente não responde
1131,5074974-98.2023.8.21.9881,1376,Civil,arquivado,ativo,Dr. Barros,29/12/23,,,3ª Vara Cível de Recife,urgente
1132,7381740-86.2021.2.88.6570,322,Trabalhista,recurso,ATIVO,DRA. CAVALCANTE,28/02/26,26/05/26,,19ª Vara Criminal de Recife,
1133,4085001-92.2022.6.76.8938,534,Trabalhista,audiência,encerrado,DRA. CAVALCANTE,1 de novembro de 2021,2026-06-27,31074.00,9ª Vara Criminal de Recife,
1134,5116418-16.2025.3.98.2234,1350,Trabalhista,acordo extrajudicial,appeal,Dr. Barros,18/02/25,29/10/25,81273,15ª Vara Criminal de Recife,urgente
1135,3541821-31.2021.8.96.1927,1420,Trabalhista,execução,settlement,Dr. Melo,19 de abril de 2025,13/05/25,382157,5ª Vara Criminal de Recife,em negociação
1136,3724721-44.2021.9.75.5553,433,civil,arquivado,settlement,Dr. Melo,19/01/25,06/11/2026,298096,6ª Vara Criminal de Recife,aguardando documentos
1137,9108785-98.2021.3.78.6687,1186,civil,execução,appeal,Dr. Barros,21/06/2021,2026-05-30,,6ª Vara Trabalhista de Recife,aguardando documentos
1138,8125196-18.2023.1.53.1215,147,Civil,acordo extrajudicial,ativo,DRA. CAVALCANTE,2026-04-28,01/04/25,394744,9ª Vara Criminal de Recife,
1139,5316105-58.2020.3.22.3571,718,Trabalhista,recurso,closed,Dr. Barros,20/03/2023,29/09/25,460693.00,14ª Vara Criminal de Recife,
1140,8530609-10.2021.5.41.7151,491,cível,recurso,Ativo,dr. melo,2023-08-14,07/07/26,,4ª Vara Cível de Recife,aguardando documentos
1141,8905709-90.2020.9.55.2471,151,civil,arquivado,closed,Dr. Barros,17 de junho de 2023,07/04/2025,R$ 407.740,15ª Vara Cível de Recife,urgente
1142,5438623-45.2022.4.51.7250,758,TRABALHISTA,audiência,ativo,Dr. Melo,22/03/20,14 de maio de 2025,R$ 237.671,7ª Vara Cível de Recife,urgente
1143,1966014-66.2022.7.82.2137,928,civil,inicial,suspenso,Dra Fontes,11 de novembro de 2022,11 de fevereiro de 2025,R$ 394.283,20ª Vara Criminal de Recife,urgente
1144,4952151-27.2023.3.38.8762,1359,trabalhista,arquivado,Ativo,Dra. Fontes,10/03/22,22/04/25,R$ 61.428,15ª Vara Criminal de Recife,aguardando documentos
1145,1676369-34.2022.3.47.6087,1080,TRABALHISTA,inicial,suspended,Dr. Barros,16 de fevereiro de 2021,27/12/2025,R$ 307.665,10ª Vara Trabalhista de Recife,em negociação
1146,4961530-22.2021.4.22.6290,1012,Civil,recurso,closed,DRA. CAVALCANTE,01/03/22,14 de março de 2025,R$ 124.390,16ª Vara Trabalhista de Recife,urgente
1147,6003915-30.2025.6.37.7681,1263,Trabalhista,acordo extrajudicial,ativo,Dra. Cavalcante,2024-04-03,2025-02-21,15692.00,16ª Vara Criminal de Recife,urgente
1148,5451988-41.2020.2.82.4041,1358,cível,inicial,ATIVO,Dra Fontes,21 de janeiro de 2020,2026-10-14,124173.00,7ª Vara Cível de Recife,aguardando documentos
1149,2267110-24.2021.5.78.6025,6,trabalhista,arquivado,Ativo,Dra Fontes,2 de maio de 2022,24 de julho de 2026,R$ 439.138,10ª Vara Criminal de Recife,em negociação
1150,3306375-34.2024.9.48.9154,384,TRABALHISTA,audiência,suspended,Dra Fontes,2022-03-07,2025-12-23,,1ª Vara Trabalhista de Recife,
1151,3263740-44.2022.3.81.5402,1235,Trabalhista,execução,em recurso,Dra. Cavalcante,12/05/23,16/09/26,,11ª Vara Criminal de Recife,aguardando documentos
1152,3785792-10.2020.5.78.7940,1335,trabalhista,recurso,Encerrado,dr. melo,14/03/26,2026-08-12,239228.00,15ª Vara Cível de Recife,cliente não responde
1153,4065326-72.2025.8.58.5304,848,civil,inicial,Ativo,Dra Fontes,2023-08-05,2026-07-09,343854.00,3ª Vara Criminal de Recife,aguardando documentos
1154,5112941-62.2021.1.89.5887,928,civil,audiência,suspenso,Dra Fontes,7 de março de 2021,18 de janeiro de 2026,,15ª Vara Criminal de Recife,urgente
1155,4460247-99.2024.9.97.4840,189,civil,recurso,Ativo,dr. melo,19 de janeiro de 2023,25/03/2025,200055,13ª Vara Criminal de Recife,
1156,6935346-77.2024.3.52.9529,759,Trabalhista,audiência,ativo,Dr. Barros,18/02/25,23 de maio de 2025,162737.00,1ª Vara Trabalhista de Recife,aguardando documentos
1157,5217157-98.2020.2.64.4094,1259,Trabalhista,recurso,ativo,Dr. Barros,25/09/2022,,R$ 462.415,10ª Vara Criminal de Recife,urgente
1158,4065326-72.2025.8.58.5304,48,civil,audiência,ativo,Dr. Barros,21/06/22,2026-04-19,R$ 11.654,6ª Vara Criminal de Recife,aguardando documentos
1159,3679963-72.2020.9.29.7859,1006,Trabalhista,sentença,encerrado,Dr. Barros,09/04/2022,,63422,16ª Vara Cível de Recife,em negociação
1160,2884639-86.2023.2.31.8737,885,civil,inicial,Encerrado,Dr. Barros,21 de junho de 2022,16/04/2026,35725.00,19ª Vara Criminal de Recife,em negociação
1161,1557680-16.2021.4.16.4031,962,cível,recurso,ativo,Dr. Barros,01/03/2021,19 de outubro de 2025,,18ª Vara Trabalhista de Recife,
1162,3242098-97.2025.4.44.9916,861,trabalhista,recurso,encerrado,Dr. Barros,16/03/20,17/05/26,R$ 450.389,7ª Vara Trabalhista de Recife,
1163,8588997-88.2020.6.29.5987,826,cível,sentença,Encerrado,Dr. Barros,4 de janeiro de 2025,2026-05-30,127857.00,3ª Vara Trabalhista de Recife,
1164,4584224-94.2025.2.57.2511,682,civil,recurso,ATIVO,Dra. Cavalcante,04/06/22,05/06/2025,176719.00,1ª Vara Criminal de Recife,
1165,4874996-38.2022.9.94.8154,374,TRABALHISTA,instrução,settlement,dr. melo,2022-09-09,07/03/26,R$ 356.329,4ª Vara Trabalhista de Recife,aguardando documentos
1166,7999133-20.2023.7.26.1121,1309,TRABALHISTA,recurso,appeal,Dra. Cavalcante,28 de abril de 2021,18/09/2026,R$ 386.223,19ª Vara Cível de Recife,
1167,3588109-63.2023.1.26.4223,902,Civil,execução,active,Dr. Barros,2023-02-26,03/03/25,291434.00,20ª Vara Trabalhista de Recife,
1168,8368372-34.2020.6.43.9691,1147,Trabalhista,sentença,encerrado,Dra. Cavalcante,12 de novembro de 2024,02/07/2026,447441.00,17ª Vara Cível de Recife,em negociação
1169,5432782-56.2021.2.97.6240,632,TRABALHISTA,arquivado,encerrado,Dr. Barros,28 de janeiro de 2021,2026-04-23,,2ª Vara Criminal de Recife,
1170,8539686-69.2023.4.36.2235,1063,cível,execução,ATIVO,Dr. Barros,17 de fevereiro de 2020,26 de outubro de 2026,373171,6ª Vara Trabalhista de Recife,
1171,7916680-90.2022.1.67.1785,473,trabalhista,audiência,active,Dra. Cavalcante,2020-09-21,17 de junho de 2026,,5ª Vara Criminal de Recife,
1172,8590346-68.2020.7.63.7780,623,TRABALHISTA,instrução,ativo,dr. melo,12/01/2023,2025-12-21,195262.00,1ª Vara Cível de Recife,em negociação
1173,5518767-82.2023.4.96.9873,476,Civil,sentença,em recurso,Dr. Barros,19 de dezembro de 2024,13 de maio de 2026,R$ 307.647,17ª Vara Cível de Recife,
1174,3242098-97.2025.4.44.9916,1350,Trabalhista,execução,ATIVO,DRA. CAVALCANTE,24/03/2022,2025-09-20,278986.00,11ª Vara Criminal de Recife,em negociação
1175,7599278-46.2021.4.96.3535,978,cível,instrução,Encerrado,dr. melo,2024-02-27,2025-04-16,195055,6ª Vara Cível de Recife,urgente
1176,4202942-75.2025.6.91.7611,29,cível,recurso,em recurso,Dra Fontes,2021-04-25,20/06/25,82179,9ª Vara Criminal de Recife,
1177,7848147-32.2021.6.58.3528,419,Trabalhista,arquivado,ATIVO,Dra Fontes,27/08/2023,19/06/2025,469770.00,14ª Vara Criminal de Recife,
1178,3376786-12.2020.7.64.5093,668,Trabalhista,execução,Ativo,Dr. Melo,2025-10-24,27/10/2025,,12ª Vara Criminal de Recife,
1179,2824928-33.2020.1.90.6467,903,cível,acordo extrajudicial,suspended,Dra. Fontes,05/04/2020,11/06/25,,17ª Vara Cível de Recife,
1180,5826200-20.2025.1.91.8748,1103,Trabalhista,arquivado,suspenso,Dr. Barros,11/08/2021,25/12/2026,246269.00,3ª Vara Trabalhista de Recife,
1181,7862554-22.2024.7.83.6459,1303,Trabalhista,recurso,ativo,Dr. Melo,2023-05-16,20 de outubro de 2025,,16ª Vara Cível de Recife,
1182,9970343-38.2020.5.18.4483,1209,civil,audiência,encerrado,Dr. Melo,13 de outubro de 2022,07/07/2026,R$ 83.661,11ª Vara Trabalhista de Recife,cliente não responde
1183,1438459-62.2020.7.78.3410,745,Trabalhista,arquivado,em recurso,Dra Fontes,2023-01-10,07/12/2025,R$ 490.889,5ª Vara Cível de Recife,aguardando documentos
1184,5788467-41.2023.8.93.8134,421,TRABALHISTA,execução,acordo,dr. melo,22 de junho de 2021,5 de dezembro de 2026,276479.00,2ª Vara Criminal de Recife,urgente
1185,8168450-48.2020.2.65.4570,1214,cível,audiência,em recurso,dr. melo,2020-10-31,,R$ 282.495,3ª Vara Trabalhista de Recife,
1186,6034606-21.2023.6.18.6684,1058,civil,sentença,Encerrado,dr. melo,8 de junho de 2025,19 de dezembro de 2026,R$ 398.320,7ª Vara Criminal de Recife,
1187,8209168-30.2020.1.41.7632,772,Trabalhista,sentença,Ativo,Dr. Barros,2023-07-18,5 de dezembro de 2026,117332,18ª Vara Criminal de Recife,aguardando documentos
1188,5035093-45.2021.1.27.3097,1193,Trabalhista,inicial,ativo,Dr. Barros,2025-11-21,,57146,7ª Vara Criminal de Recife,urgente
1189,4721085-96.2020.6.92.9645,501,cível,audiência,ativo,Dr. Melo,2026-04-06,21/10/25,,4ª Vara Cível de Recife,
1190,7820540-78.2023.1.75.4823,1463,TRABALHISTA,recurso,encerrado,Dr. Barros,08/04/26,18/08/2025,44805.00,8ª Vara Criminal de Recife,
1191,3346094-93.2020.2.94.1759,493,cível,acordo extrajudicial,active,Dra Fontes,11/09/2023,20/01/26,296149.00,17ª Vara Criminal de Recife,urgente
1192,6927716-18.2022.9.56.1445,948,cível,recurso,suspended,Dra. Cavalcante,2021-03-05,31/01/26,236087.00,2ª Vara Cível de Recife,cliente não responde
1193,2869625-86.2025.7.14.5837,219,civil,instrução,suspenso,Dra Fontes,08/01/25,18/01/25,,17ª Vara Criminal de Recife,aguardando documentos
1194,9798556-59.2021.3.62.3110,163,cível,inicial,Ativo,Dr. Barros,24 de agosto de 2024,25/09/2025,R$ 458.767,3ª Vara Criminal de Recife,aguardando documentos
1195,7243958-65.2020.5.25.5047,20,trabalhista,inicial,ATIVO,Dra. Cavalcante,17/03/2020,13 de março de 2025,402272,8ª Vara Trabalhista de Recife,em negociação
1196,3724721-44.2021.9.75.5553,348,trabalhista,instrução,suspenso,Dr. Melo,31/05/22,2025-02-02,347189.00,1ª Vara Cível de Recife,em negociação
1197,8749473-21.2020.4.12.9144,568,cível,instrução,Encerrado,Dr. Barros,25/08/22,6 de fevereiro de 2025,473966.00,12ª Vara Cível de Recife,cliente não responde
1198,2895065-46.2022.7.67.1438,1171,TRABALHISTA,audiência,ativo,Dra. Fontes,25/07/22,31/07/25,R$ 103.300,3ª Vara Cível de Recife,
1199,8368255-39.2020.9.60.4414,558,civil,recurso,Encerrado,Dra Fontes,2020-05-25,07/01/2026,R$ 57.688,1ª Vara Criminal de Recife,urgente
1200,5514997-95.2024.1.84.8098,416,cível,execução,active,Dr. Barros,01/01/20,2025-04-06,,8ª Vara Cível de Recife,aguardando documentos
1201,2884639-86.2023.2.31.8737,456,trabalhista,acordo extrajudicial,Encerrado,DRA. CAVALCANTE,12/02/2023,12/09/2026,463014.00,18ª Vara Trabalhista de Recife,
1202,9408522-77.2021.3.36.8376,291,TRABALHISTA,inicial,Encerrado,DRA. CAVALCANTE,13/01/2021,2026-03-17,145503.00,8ª Vara Criminal de Recife,
1203,3418432-84.2025.3.59.5858,1297,Civil,arquivado,ATIVO,dr. melo,2023-03-23,02/03/2025,404914.00,7ª Vara Cível de Recife,
1204,1185885-59.2023.7.19.8433,769,civil,arquivado,ATIVO,Dr. Melo,2020-03-05,25 de abril de 2025,21957.00,13ª Vara Trabalhista de Recife,urgente
1205,7398699-88.2025.6.55.3587,726,Civil,instrução,ativo,Dr. Barros,2024-05-22,2026-11-09,333883,20ª Vara Criminal de Recife,urgente
1206,6011987-71.2020.8.10.4396,871,trabalhista,sentença,encerrado,Dr. Melo,15/01/20,24 de julho de 2026,,8ª Vara Trabalhista de Recife,urgente
1207,8323566-47.2021.3.26.4644,605,Civil,sentença,encerrado,dr. melo,05/04/25,20 de agosto de 2026,38778,19ª Vara Trabalhista de Recife,
1208,7381740-86.2021.2.88.6570,1147,civil,inicial,active,Dr. Barros,2024-10-13,25/12/25,482768,15ª Vara Criminal de Recife,
1209,8125196-18.2023.1.53.1215,521,TRABALHISTA,inicial,em recurso,Dra. Cavalcante,11 de abril de 2020,13/06/25,66041,10ª Vara Trabalhista de Recife,
1210,4326518-76.2023.4.36.8530,406,civil,execução,ativo,Dra Fontes,2021-04-05,15/03/2026,180964,3ª Vara Cível de Recife,
1211,4768255-51.2022.4.94.5695,192,TRABALHISTA,sentença,ativo,Dr. Barros,14/02/26,,,9ª Vara Criminal de Recife,
1212,7848147-32.2021.6.58.3528,796,TRABALHISTA,audiência,appeal,Dr. Melo,28/02/2026,18/06/2025,,1ª Vara Criminal de Recife,
1213,5266269-78.2021.7.59.1392,867,TRABALHISTA,sentença,ATIVO,Dra. Cavalcante,6 de setembro de 2020,27/01/26,,9ª Vara Trabalhista de Recife,aguardando documentos
1214,8286828-70.2022.9.31.8012,784,Civil,execução,suspended,Dr. Melo,2023-12-16,,469361,19ª Vara Criminal de Recife,aguardando documentos
1215,5614769-67.2022.9.87.1001,730,civil,arquivado,ativo,Dr. Barros,05/05/21,,334589.00,8ª Vara Criminal de Recife,cliente não responde
1216,1676369-34.2022.3.47.6087,661,trabalhista,recurso,Ativo,Dr. Melo,30/01/2022,20 de novembro de 2026,300918.00,12ª Vara Cível de Recife,aguardando documentos
1217,7539718-58.2020.2.52.9800,1239,Civil,inicial,active,Dra. Fontes,08/11/2024,2025-01-16,477518,4ª Vara Criminal de Recife,urgente
1218,2554938-48.2024.1.13.4544,973,TRABALHISTA,instrução,ativo,Dr. Barros,18/05/2021,03/12/2025,,20ª Vara Trabalhista de Recife,urgente
1219,8843990-84.2020.6.68.3017,628,Trabalhista,inicial,ATIVO,dr. melo,2024-11-22,30/04/25,,18ª Vara Criminal de Recife,
1220,3766710-17.2025.4.91.1472,239,Trabalhista,arquivado,Ativo,DRA. CAVALCANTE,2025-07-21,19 de novembro de 2025,,6ª Vara Criminal de Recife,urgente
1221,8986773-71.2022.6.45.5854,343,trabalhista,inicial,acordo,Dra Fontes,19/02/22,12/10/2026,,4ª Vara Trabalhista de Recife,
1222,6476769-27.2021.5.22.2570,479,trabalhista,acordo extrajudicial,settlement,Dr. Melo,14/06/2024,2025-08-25,,14ª Vara Cível de Recife,
1223,2545435-52.2025.3.59.7623,1285,cível,acordo extrajudicial,encerrado,Dra. Cavalcante,31/01/20,2025-10-02,,7ª Vara Trabalhista de Recife,
1224,4874996-38.2022.9.94.8154,93,trabalhista,execução,encerrado,Dra. Cavalcante,2022-02-28,12/07/25,,14ª Vara Cível de Recife,
1225,4180949-86.2020.3.26.7593,588,TRABALHISTA,inicial,ativo,Dr. Barros,28/12/24,18 de abril de 2026,389295,4ª Vara Trabalhista de Recife,em negociação
1226,1784068-27.2021.3.12.2538,715,Civil,recurso,ativo,Dra Fontes,20/09/2020,10/02/26,,1ª Vara Criminal de Recife,em negociação
1227,5239450-56.2022.7.99.2371,1071,trabalhista,inicial,acordo,Dra. Fontes,25/05/21,15/11/26,,14ª Vara Cível de Recife,aguardando documentos
1228,1614850-25.2020.8.85.3161,97,civil,sentença,acordo,Dr. Melo,26 de fevereiro de 2023,2026-02-16,414861.00,7ª Vara Trabalhista de Recife,cliente não responde
1229,5316105-58.2020.3.22.3571,70,trabalhista,recurso,ativo,Dr. Barros,2020-11-16,19/07/2025,R$ 241.675,19ª Vara Criminal de Recife,
1230,7687292-20.2021.4.85.7539,15,Civil,recurso,settlement,Dr. Melo,14/01/20,2026-10-20,,16ª Vara Trabalhista de Recife,
1231,6105303-92.2021.4.39.3868,379,trabalhista,instrução,encerrado,Dr. Barros,13/04/2022,2026-05-02,89601.00,12ª Vara Trabalhista de Recife,
1232,8129073-22.2024.4.16.9656,1188,Civil,inicial,suspended,Dra. Fontes,17/12/21,12 de fevereiro de 2026,R$ 346.659,3ª Vara Criminal de Recife,urgente
1233,3785792-10.2020.5.78.7940,1068,TRABALHISTA,sentença,ativo,Dr. Melo,23/09/2025,05/09/2026,367242,1ª Vara Trabalhista de Recife,cliente não responde
1234,9573194-21.2022.1.35.8352,509,TRABALHISTA,instrução,encerrado,Dra Fontes,2021-12-12,2026-11-17,320483,2ª Vara Criminal de Recife,
1235,7419280-60.2021.1.40.9417,918,Civil,audiência,closed,Dr. Barros,20/10/2022,8 de setembro de 2025,R$ 82.932,15ª Vara Cível de Recife,cliente não responde
1236,7515318-25.2024.4.34.6280,1048,civil,audiência,ativo,Dra. Cavalcante,3 de novembro de 2024,2026-11-20,,18ª Vara Cível de Recife,
1237,7245951-43.2021.4.11.7623,1180,TRABALHISTA,inicial,acordo,Dra Fontes,12/12/2020,2025-03-21,,6ª Vara Cível de Recife,aguardando documentos
1238,3821719-15.2025.2.86.2518,860,Civil,execução,suspenso,Dra Fontes,25/08/2025,2025-07-10,,16ª Vara Cível de Recife,em negociação
1239,7722274-26.2024.9.14.7062,926,TRABALHISTA,arquivado,ativo,Dr. Melo,10 de fevereiro de 2022,28/10/26,375093.00,12ª Vara Trabalhista de Recife,
1240,6953559-38.2025.7.42.9212,1430,cível,recurso,ativo,dr. melo,27 de agosto de 2024,2026-12-27,442414,3ª Vara Criminal de Recife,
1241,5991409-16.2021.8.44.1303,454,TRABALHISTA,acordo extrajudicial,Ativo,Dra Fontes,24 de julho de 2025,2026-01-06,R$ 182.837,3ª Vara Criminal de Recife,cliente não responde
1242,1974389-81.2024.5.57.9354,1430,TRABALHISTA,execução,em recurso,dr. melo,2026-01-26,2025-06-20,24677,9ª Vara Trabalhista de Recife,
1243,1101935-78.2023.5.88.5299,374,TRABALHISTA,inicial,ATIVO,Dra Fontes,28 de setembro de 2021,2026-05-06,418916.00,4ª Vara Criminal de Recife,
1244,1099617-37.2023.9.61.1793,898,trabalhista,execução,ativo,Dr. Barros,11 de janeiro de 2020,05/06/2026,R$ 138.935,20ª Vara Criminal de Recife,
1245,1974389-81.2024.5.57.9354,1498,Civil,instrução,Encerrado,DRA. CAVALCANTE,2020-03-03,15 de abril de 2025,R$ 459.361,3ª Vara Cível de Recife,
