processo_id,numero_processo,cliente_id,tipo,fase,status,advogado_responsavel,data_abertura,prazo_proximo,valor_causa,vara,observacoes
498,7765112-69.2024.9.62.5648,386,Civil,Audiência,Encerrado,Dr. Melo,2024-08-21,Sem prazo delimitado,125552.0,8ª Vara Cível de Recife,Sem observações
499,7544569-30.2022.4.91.9370,1471,Civil,Sentença,Encerrado,Dra. Cavalcante,2023-01-14,2025-08-20,150313.0,1ª Vara Criminal de Recife,Sem observações
500,4229107-99.2020.7.61.3978,1049,Civil,Acordo Extrajudicial,Ativo,Dra. Fontes,2025-05-27,2026-12-07,28662.0,4ª Vara Trabalhista de Recife,Sem observações
501,6865513-17.2021.7.21.3938,468,Trabalhista,Instrução,Encerrado,Dra. Fontes,2025-08-19,2025-01-16,83959.0,14ª Vara Trabalhista de Recife,Sem observações
502,9810112-12.2021.1.97.8847,1263,Trabalhista,Audiência,Ativo,Dra. Cavalcante,2025-08-26,2025-10-17,407257.0,7ª Vara Criminal de Recife,Sem observações
503,7951127-89.2024.1.63.3502,1284,Civil,Execução,Suspenso,Dr. Melo,2022-01-30,2025-11-26,476353.0,11ª Vara Cível de Recife,Sem observações
504,8843195-99.2024.6.39.2836,689,Trabalhista,Acordo Extrajudicial,Ativo,Dr. Barros,2021-10-12,Sem prazo delimitado,Sem valor,2ª Vara Criminal de Recife,Sem observações
505,7941836-76.2025.4.34.6543,1119,Civil,Acordo Extrajudicial,Encerrado,Dra. Cavalcante,2020-11-19,2025-05-13,113845.0,18ª Vara Trabalhista de Recife,Sem observações
506,3542616-60.2022.3.87.6536,211,Trabalhista,Arquivado,Ativo,Dr. Barros,2021-09-06,2026-02-11,159945.0,9ª Vara Cível de Recife,Sem observações
507,4065326-72.2025.8.58.5304,250,Trabalhista,Execução,Ativo,Dra. Cavalcante,2023-03-18,2026-08-29,246885.0,7ª Vara Cível de Recife,Sem observações
508,3710559-31.2020.9.95.2540,1255,Civil,Audiência,Encerrado,Dra. Cavalcante,2022-07-17,2025-06-09,Sem valor,1ª Vara Cível de Recife,Sem observações
509,2294596-63.2020.6.38.9193,94,Trabalhista,Recurso,Em recurso,Dr. Melo,2023-04-21,2026-09-07,372534.0,3ª Vara Criminal de Recife,Sem observações
510,2480014-80.2024.2.29.9847,1038,Trabalhista,Inicial,Encerrado,Dr. Barros,2021-06-19,2026-10-08,Sem valor,17ª Vara Cível de Recife,Sem observações
511,5289264-48.2020.4.41.6347,1195,Trabalhista,Instrução,Ativo,Dra. Fontes,2021-10-18,2025-08-23,Sem valor,10ª Vara Trabalhista de Recife,Sem observações
512,5853247-29.2020.7.62.8870,241,Trabalhista,Arquivado,Acordo,Dra. Fontes,2026-03-25,2026-04-16,Sem valor,8ª Vara Trabalhista de Recife,Sem observações
513,2660213-63.2022.6.50.8366,724,Civil,Acordo Extrajudicial,Encerrado,Dr. Melo,2024-03-26,2025-05-23,293161.0,18ª Vara Cível de Recife,Sem observações
514,6105303-92.2021.4.39.3868,436,Civil,Acordo Extrajudicial,Ativo,Dr. Barros,2026-03-25,2026-03-27,419420.0,1ª Vara Trabalhista de Recife,Aguardando documentos
515,5901155-82.2023.2.89.7717,738,Civil,Inicial,Ativo,Dr. Barros,2024-05-07,2026-11-02,289730.0,7ª Vara Trabalhista de Recife,Aguardando documentos
516,6836135-90.2022.9.37.5643,422,Civil,Instrução,Ativo,Dr. Melo,2021-05-04,2026-05-11,423558.0,9ª Vara Cível de Recife,Sem observações
517,1869144-23.2023.5.84.3325,797,Trabalhista,Acordo Extrajudicial,Ativo,Dra. Cavalcante,2020-03-18,2026-12-29,137340.0,14ª Vara Criminal de Recife,Sem observações
518,1633270-27.2024.2.52.7034,717,Trabalhista,Execução,Ativo,Dra. Cavalcante,2021-11-14,Sem prazo delimitado,305840.0,14ª Vara Cível de Recife,Aguardando documentos
519,9822459-92.2024.8.17.6403,690,Trabalhista,Arquivado,Encerrado,Dra. Fontes,2025-04-03,2026-05-20,Sem valor,7ª Vara Trabalhista de Recife,Sem observações
520,4229107-99.2020.7.61.3978,527,Civil,Recurso,Encerrado,Dra. Cavalcante,2026-03-24,Sem prazo delimitado,424140.0,16ª Vara Cível de Recife,Sem observações
521,1714231-74.2025.9.71.1697,1245,Trabalhista,Arquivado,Ativo,Dra. Fontes,2021-04-15,2025-01-29,47990.0,10ª Vara Criminal de Recife,Sem observações
522,5451988-41.2020.2.82.4041,580,Trabalhista,Arquivado,Suspenso,Dra. Fontes,2022-10-25,2025-10-06,311722.0,17ª Vara Trabalhista de Recife,Sem observações
523,4061044-97.2023.7.99.3676,513,Trabalhista,Execução,Ativo,Dr. Melo,2021-01-01,2026-08-05,Sem valor,15ª Vara Criminal de Recife,Sem observações
524,6036037-32.2025.3.53.7515,926,Civil,Instrução,Suspenso,Dr. Barros,2020-03-07,2025-07-18,122294.0,12ª Vara Criminal de Recife,Sem observações
525,6036037-32.2025.3.53.7515,1163,Trabalhista,Audiência,Ativo,Dr. Melo,2025-04-04,2026-10-24,237747.0,16ª Vara Trabalhista de Recife,Sem observações
526,3724721-44.2021.9.75.5553,237,Civil,Acordo Extrajudicial,Ativo,Dra. Cavalcante,2025-08-06,2025-07-07,Sem valor,3ª Vara Cível de Recife,Sem observações
527,2480014-80.2024.2.29.9847,703,Trabalhista,Arquivado,Encerrado,Dra. Cavalcante,2025-05-15,2026-08-29,Sem valor,9ª Vara Trabalhista de Recife,Sem observações
528,1621418-87.2020.9.55.9337,784,Trabalhista,Arquivado,Em recurso,Dra. Fontes,2025-07-11,2025-12-26,390536.0,13ª Vara Trabalhista de Recife,Sem observações
529,1735592-50.2022.9.87.5612,1195,Trabalhista,Audiência,Acordo,Dra. Cavalcante,2023-12-19,2025-02-09,457740.0,5ª Vara Trabalhista de Recife,Sem observações
530,7633905-83.2022.9.95.2309,747,Trabalhista,Sentença,Ativo,Dra. Fontes,2020-01-23,2025-10-07,332021.0,1ª Vara Cível de Recife,Sem observações
531,7065068-16.2021.7.14.6489,573,Trabalhista,Audiência,Ativo,Dr. Melo,2022-07-29,2025-07-23,309268.0,14ª Vara Criminal de Recife,Sem observações
532,1116024-57.2025.8.16.4043,1075,Trabalhista,Inicial,Ativo,Dr. Melo,2025-04-28,2025-03-08,50802.0,13ª Vara Cível de Recife,Sem observações
533,4601686-30.2021.5.52.7745,528,Civil,Inicial,Ativo,Dra. Cavalcante,2021-01-08,2026-06-13,Sem valor,7ª Vara Trabalhista de Recife,Sem observações
534,8714773-70.2022.9.65.8541,576,Civil,Arquivado,Ativo,Dr. Barros,2020-01-06,2025-05-20,Sem valor,4ª Vara Trabalhista de Recife,Sem observações
535,6865513-17.2021.7.21.3938,110,Civil,Instrução,Acordo,Dr. Melo,2020-03-27,2026-05-16,62763.0,13ª Vara Trabalhista de Recife,Sem observações
536,1273300-90.2024.2.80.7378,1213,Trabalhista,Recurso,Ativo,Dra. Fontes,2025-10-24,2025-08-30,117702.0,12ª Vara Trabalhista de Recife,Aguardando documentos
537,2895065-46.2022.7.67.1438,1082,Civil,Audiência,Em recurso,Dr. Melo,2022-01-21,2025-07-10,251609.0,16ª Vara Cível de Recife,Sem observações
538,4314934-26.2021.7.14.7244,1304,Trabalhista,Recurso,Encerrado,Dr. Barros,2024-06-22,2025-12-08,137935.0,4ª Vara Criminal de Recife,Aguardando documentos
539,5625093-80.2022.9.16.6618,509,Trabalhista,Inicial,Encerrado,Dra. Fontes,2023-01-10,2026-02-06,Sem valor,4ª Vara Cível de Recife,Sem observações
540,6075721-43.2020.9.85.8738,548,Trabalhista,Acordo Extrajudicial,Ativo,Dr. Melo,2025-01-12,2026-05-07,145983.0,8ª Vara Trabalhista de Recife,Sem observações
541,3418432-84.2025.3.59.5858,720,Trabalhista,Audiência,Ativo,Dr. Barros,2023-12-03,2025-08-01,72788.0,20ª Vara Cível de Recife,Sem observações
542,9666878-83.2023.6.29.9905,926,Trabalhista,Execução,Ativo,Dr. Barros,2022-03-10,2025-03-26,396177.0,9ª Vara Cível de Recife,Sem observações
543,1628717-84.2025.8.67.8313,1350,Trabalhista,Inicial,Ativo,Dra. Fontes,2022-03-29,2026-03-10,470287.0,5ª Vara Trabalhista de Recife,Sem observações
544,5631823-61.2020.5.47.1440,111,Trabalhista,Sentença,Encerrado,Dra. Cavalcante,2022-04-26,2026-10-27,Sem valor,7ª Vara Cível de Recife,Sem observações
545,7486138-99.2020.5.81.4332,339,Civil,Audiência,Ativo,Dr. Barros,2022-12-20,2025-08-09,66519.0,2ª Vara Cível de Recife,Aguardando documentos
546,4460247-99.2024.9.97.4840,427,Civil,Sentença,Suspenso,Dra. Cavalcante,2024-03-01,2026-07-26,110108.0,13ª Vara Criminal de Recife,Sem observações
547,8655267-17.2025.3.63.4188,617,Trabalhista,Recurso,Encerrado,Dr. Melo,2020-08-17,2025-12-21,119040.0,16ª Vara Criminal de Recife,Sem observações
548,5733649-38.2020.2.35.3379,1202,Civil,Audiência,Suspenso,Dra. Cavalcante,2022-08-27,2025-04-18,87215.0,17ª Vara Cível de Recife,Sem observações
549,8097721-13.2023.1.47.8354,270,Civil,Sentença,Ativo,Dra. Cavalcante,2024-01-24,2026-04-24,415749.0,11ª Vara Criminal de Recife,Sem observações
550,1183693-37.2024.1.85.2937,110,Civil,Audiência,Encerrado,Dr. Barros,2023-05-27,2026-05-29,359002.0,17ª Vara Criminal de Recife,Sem observações
551,5266269-78.2021.7.59.1392,236,Trabalhista,Sentença,Ativo,Dr. Melo,2022-11-11,2026-12-30,Sem valor,20ª Vara Trabalhista de Recife,Sem observações
552,5826200-20.2025.1.91.8748,1232,Civil,Instrução,Em recurso,Dra. Cavalcante,2020-10-09,2026-12-30,411828.0,15ª Vara Trabalhista de Recife,Aguardando documentos
553,2997279-67.2024.9.84.1441,1010,Civil,Audiência,Acordo,Dr. Barros,2023-08-03,2025-01-05,451444.0,16ª Vara Criminal de Recife,Sem observações
554,3242098-97.2025.4.44.9916,79,Trabalhista,Execução,Ativo,Dr. Melo,2023-09-17,2026-07-09,Sem valor,9ª Vara Criminal de Recife,Sem observações
555,5144296-22.2022.4.87.9648,894,Trabalhista,Audiência,Ativo,Dra. Fontes,2024-09-23,2026-05-16,120866.0,6ª Vara Trabalhista de Recife,Sem observações
556,3263740-44.2022.3.81.5402,540,Trabalhista,Instrução,Ativo,Dr. Melo,2021-09-26,2025-06-06,213300.0,10ª Vara Trabalhista de Recife,Sem observações
557,5661974-14.2020.6.39.3137,1286,Civil,Acordo Extrajudicial,Em recurso,Dra. Cavalcante,2020-07-21,Sem prazo delimitado,181365.0,12ª Vara Trabalhista de Recife,Sem observações
558,4384627-80.2021.2.13.1061,745,Trabalhista,Arquivado,Ativo,Dra. Cavalcante,2026-04-05,2026-11-11,Sem valor,14ª Vara Criminal de Recife,Sem observações
559,2909764-51.2025.7.78.2223,1255,Civil,Instrução,Ativo,Dr. Melo,2020-05-02,2025-02-22,199278.0,18ª Vara Trabalhista de Recife,Sem observações
560,7979033-26.2021.6.18.1084,192,Civil,Recurso,Ativo,Dra. Fontes,2024-05-20,2025-02-17,355344.0,1ª Vara Cível de Recife,Sem observações
561,2753004-76.2021.8.83.9874,762,Civil,Instrução,Em recurso,Dra. Cavalcante,2021-03-18,2025-07-29,217807.0,8ª Vara Criminal de Recife,Sem observações
562,3260101-88.2022.8.37.9169,888,Trabalhista,Sentença,Ativo,Dr. Melo,2020-10-01,2025-08-30,348347.0,10ª Vara Trabalhista de Recife,Sem observações
563,5159882-37.2022.9.71.7550,845,Trabalhista,Recurso,Ativo,Dr. Barros,2023-01-23,2025-05-19,161750.0,10ª Vara Cível de Recife,Aguardando documentos
564,8415891-60.2021.6.92.5554,829,Civil,Execução,Ativo,Dra. Fontes,2021-01-09,2026-02-27,140086.0,16ª Vara Criminal de Recife,Sem observações
565,5112941-62.2021.1.89.5887,833,Trabalhista,Instrução,Ativo,Dra. Cavalcante,2026-01-03,2025-06-11,Sem valor,10ª Vara Trabalhista de Recife,Sem observações
566,8590346-68.2020.7.63.7780,445,Trabalhista,Audiência,Ativo,Dra. Cavalcante,2023-09-14,2026-02-18,107752.0,13ª Vara Criminal de Recife,Sem observações
567,2461262-96.2021.6.48.1315,1138,Civil,Arquivado,Encerrado,Dr. Barros,2024-09-09,2026-06-16,351705.0,19ª Vara Cível de Recife,Sem observações
568,6445422-21.2020.5.39.8096,1332,Civil,Acordo Extrajudicial,Suspenso,Dr. Barros,2021-07-16,2025-02-23,375672.0,13ª Vara Criminal de Recife,Aguardando documentos
569,6003915-30.2025.6.37.7681,418,Trabalhista,Audiência,Ativo,Dr. Melo,2025-07-23,2025-02-22,206872.0,13ª Vara Criminal de Recife,Sem observações
570,9076234-78.2023.3.90.2702,762,Civil,Inicial,Ativo,Dr. Barros,2020-08-09,2025-12-12,Sem valor,9ª Vara Criminal de Recife,Sem observações
571,9168044-67.2022.1.26.3054,541,Trabalhista,Sentença,Em recurso,Dra. Fontes,2025-03-27,Sem prazo delimitado,232747.0,9ª Vara Cível de Recife,Sem observações
572,1098476-20.2021.1.47.3336,598,Civil,Acordo Extrajudicial,Suspenso,Dr. Barros,2022-10-21,2025-04-13,135841.0,1ª Vara Trabalhista de Recife,Sem observações
573,5732779-86.2025.4.28.7831,1285,Trabalhista,Audiência,Encerrado,Dra. Fontes,2026-02-19,2026-11-07,483381.0,14ª Vara Trabalhista de Recife,Aguardando documentos
574,3679963-72.2020.9.29.7859,382,Trabalhista,Execução,Encerrado,Dr. Melo,2021-06-11,2026-07-16,487393.0,2ª Vara Cível de Recife,Sem observações
575,4326518-76.2023.4.36.8530,260,Civil,Audiência,Encerrado,Dr. Melo,2025-02-23,2026-02-11,406930.0,5ª Vara Trabalhista de Recife,Sem observações
576,3924425-56.2021.9.58.2912,370,Civil,Instrução,Ativo,Dr. Barros,2021-08-04,2025-09-08,269136.0,1ª Vara Criminal de Recife,Sem observações
577,4687348-31.2023.1.92.6907,1499,Civil,Inicial,Ativo,Dra. Fontes,2024-10-19,Sem prazo delimitado,475350.0,13ª Vara Criminal de Recife,Sem observações
578,5214684-96.2020.6.84.9986,589,Trabalhista,Instrução,Ativo,Dra. Fontes,2023-03-03,2025-02-09,48350.0,10ª Vara Cível de Recife,Sem observações
579,7765112-69.2024.9.62.5648,368,Trabalhista,Audiência,Ativo,Dr. Barros,2024-06-18,2025-06-29,221961.0,17ª Vara Cível de Recife,Sem observações
580,7486029-45.2024.4.25.3159,299,Trabalhista,Audiência,Acordo,Dra. Cavalcante,2023-10-17,2026-04-13,Sem valor,5ª Vara Trabalhista de Recife,Aguardando documentos
581,4568537-97.2021.4.82.7633,231,Civil,Arquivado,Ativo,Dra. Cavalcante,2026-02-03,2026-03-13,410065.0,17ª Vara Cível de Recife,Sem observações
582,2461262-96.2021.6.48.1315,930,Trabalhista,Audiência,Em recurso,Dra. Fontes,2022-07-02,2025-08-24,152784.0,14ª Vara Trabalhista de Recife,Sem observações
583,8655267-17.2025.3.63.4188,906,Trabalhista,Instrução,Acordo,Dr. Barros,2025-02-12,2025-01-06,221145.0,4ª Vara Criminal de Recife,Sem observações
584,7789809-22.2020.1.73.9031,1477,Civil,Instrução,Ativo,Dra. Cavalcante,2023-08-15,2026-12-07,31163.0,10ª Vara Trabalhista de Recife,Sem observações
585,5401874-62.2025.2.46.8337,1482,Trabalhista,Recurso,Ativo,Dr. Barros,2022-02-09,Sem prazo delimitado,371950.0,15ª Vara Criminal de Recife,Sem observações
586,9898363-27.2020.4.89.2966,6,Civil,Execução,Acordo,Dr. Barros,2022-08-13,2026-05-04,Sem valor,9ª Vara Trabalhista de Recife,Sem observações
587,1165147-13.2020.2.47.5874,377,Trabalhista,Recurso,Ativo,Dr. Barros,2022-05-19,2026-10-05,448993.0,17ª Vara Cível de Recife,Sem observações
588,5316105-58.2020.3.22.3571,1240,Civil,Audiência,Ativo,Dr. Melo,2021-01-21,2025-08-31,34992.0,19ª Vara Cível de Recife,Sem observações
589,5316105-58.2020.3.22.3571,1243,Trabalhista,Acordo Extrajudicial,Em recurso,Dra. Cavalcante,2022-05-17,2026-01-20,320704.0,2ª Vara Trabalhista de Recife,Sem observações
590,7381740-86.2021.2.88.6570,1470,Civil,Audiência,Acordo,Dr. Barros,2022-09-04,2026-01-13,205381.0,19ª Vara Trabalhista de Recife,Sem observações
591,2966787-79.2022.1.41.9944,26,Civil,Arquivado,Encerrado,Dra. Cavalcante,2021-08-25,2025-07-06,Sem valor,5ª Vara Criminal de Recife,Aguardando documentos
592,4061044-97.2023.7.99.3676,133,Civil,Inicial,Encerrado,Dr. Barros,2021-04-26,Sem prazo delimitado,Sem valor,19ª Vara Criminal de Recife,Sem observações
593,5271615-59.2021.2.54.6844,571,Civil,Acordo Extrajudicial,Ativo,Dra. Cavalcante,2020-07-19,Sem prazo delimitado,Sem valor,17ª Vara Cível de Recife,Sem observações
594,1248003-72.2024.2.80.8472,1366,Trabalhista,Acordo Extrajudicial,Ativo,Dra. Fontes,2020-07-22,2026-11-19,207216.0,19ª Vara Trabalhista de Recife,Sem observações
595,5239450-56.2022.7.99.2371,1344,Civil,Inicial,Encerrado,Dr. Barros,2025-03-07,2026-10-13,194801.0,5ª Vara Cível de Recife,Sem observações
596,8886588-26.2020.9.65.6361,420,Trabalhista,Acordo Extrajudicial,Ativo,Dra. Fontes,2023-03-02,2026-11-18,30536.0,15ª Vara Criminal de Recife,Sem observações
597,2545435-52.2025.3.59.7623,1076,Trabalhista,Recurso,Ativo,Dra. Fontes,2024-01-27,2026-07-19,265381.0,10ª Vara Trabalhista de Recife,Sem observações
598,3542799-64.2025.6.13.7299,489,Civil,Execução,Ativo,Dra. Cavalcante,2022-04-06,2026-01-17,314463.0,12ª Vara Cível de Recife,Sem observações
599,4415624-13.2024.9.14.9480,165,Civil,Execução,Em recurso,Dr. Barros,2024-10-10,2025-07-05,262374.0,19ª Vara Criminal de Recife,Sem observações
600,3734843-61.2021.3.94.2954,757,Trabalhista,Recurso,Ativo,Dr. Melo,2020-08-11,2026-07-23,Sem valor,17ª Vara Criminal de Recife,Aguardando documentos
601,5638123-23.2024.7.30.5009,766,Trabalhista,Audiência,Ativo,Dra. Cavalcante,2021-12-29,2025-06-25,Sem valor,16ª Vara Criminal de Recife,Sem observações
602,2129757-49.2025.4.14.5657,382,Trabalhista,Execução,Suspenso,Dra. Fontes,2024-02-17,2025-08-25,77060.0,15ª Vara Criminal de Recife,Sem observações
603,1966014-66.2022.7.82.2137,17,Civil,Acordo Extrajudicial,Ativo,Dr. Melo,2024-03-09,2026-10-22,Sem valor,19ª Vara Cível de Recife,Sem observações
604,7515318-25.2024.4.34.6280,418,Trabalhista,Recurso,Encerrado,Dr. Melo,2023-05-21,2025-07-31,489962.0,16ª Vara Trabalhista de Recife,Sem observações
605,8827641-36.2022.5.59.8715,289,Trabalhista,Execução,Ativo,Dr. Melo,2025-10-12,Sem prazo delimitado,372960.0,12ª Vara Trabalhista de Recife,Sem observações
606,8306601-19.2020.3.50.7457,526,Trabalhista,Arquivado,Em recurso,Dra. Cavalcante,2026-01-03,2026-04-17,286598.0,19ª Vara Trabalhista de Recife,Sem observações
607,7633905-83.2022.9.95.2309,1187,Civil,Inicial,Acordo,Dra. Cavalcante,2020-03-10,Sem prazo delimitado,Sem valor,20ª Vara Cível de Recife,Sem observações
608,6927716-18.2022.9.56.1445,1198,Civil,Instrução,Suspenso,Dr. Melo,2025-11-18,2026-06-02,496816.0,5ª Vara Criminal de Recife,Sem observações
609,3766710-17.2025.4.91.1472,758,Civil,Execução,Ativo,Dra. Fontes,2025-08-21,2025-03-21,266873.0,15ª Vara Trabalhista de Recife,Sem observações
610,9898363-27.2020.4.89.2966,1317,Trabalhista,Sentença,Encerrado,Dr. Melo,2024-04-23,2025-09-12,6702.0,8ª Vara Trabalhista de Recife,Aguardando documentos
611,8843195-99.2024.6.39.2836,798,Trabalhista,Execução,Suspenso,Dra. Fontes,2020-01-17,2025-03-27,Sem valor,2ª Vara Criminal de Recife,Sem observações
612,1735592-50.2022.9.87.5612,968,Trabalhista,Arquivado,Ativo,Dr. Melo,2020-07-26,2025-09-13,308085.0,7ª Vara Trabalhista de Recife,Sem observações
613,6953559-38.2025.7.42.9212,532,Trabalhista,Inicial,Encerrado,Dr. Barros,2021-11-29,2026-11-10,214379.0,14ª Vara Trabalhista de Recife,Aguardando documentos
614,4314934-26.2021.7.14.7244,1083,Civil,Recurso,Ativo,Dra. Cavalcante,2022-06-13,2026-03-22,78651.0,11ª Vara Trabalhista de Recife,Aguardando documentos
615,3785792-10.2020.5.78.7940,655,Trabalhista,Audiência,Encerrado,Dra. Cavalcante,2025-04-23,2026-03-08,426000.0,6ª Vara Cível de Recife,Sem observações
616,5266269-78.2021.7.59.1392,238,Trabalhista,Sentença,Encerrado,Dr. Melo,2023-01-12,2025-10-25,118455.0,19ª Vara Criminal de Recife,Sem observações
617,6105303-92.2021.4.39.3868,248,Trabalhista,Audiência,Acordo,Dr. Barros,2021-09-22,Sem prazo delimitado,90086.0,15ª Vara Trabalhista de Recife,Sem observações
618,4326518-76.2023.4.36.8530,106,Trabalhista,Arquivado,Acordo,Dr. Melo,2025-08-23,2026-06-18,332282.0,15ª Vara Cível de Recife,Sem observações
619,7486138-99.2020.5.81.4332,256,Trabalhista,Acordo Extrajudicial,Ativo,Dr. Barros,2023-01-09,2025-04-15,148188.0,7ª Vara Cível de Recife,Aguardando documentos
620,2129757-49.2025.4.14.5657,1147,Civil,Recurso,Ativo,Dra. Cavalcante,2020-09-09,2025-05-21,439541.0,10ª Vara Cível de Recife,Sem observações
621,8843195-99.2024.6.39.2836,1465,Trabalhista,Sentença,Ativo,Dr. Barros,2022-10-28,2026-02-07,132242.0,5ª Vara Trabalhista de Recife,Sem observações
622,1101935-78.2023.5.88.5299,519,Trabalhista,Acordo Extrajudicial,Suspenso,Dr. Barros,2020-06-10,2026-05-01,486671.0,14ª Vara Criminal de Recife,Sem observações
623,7082985-88.2022.2.94.6058,620,Civil,Acordo Extrajudicial,Ativo,Dra. Fontes,2021-03-07,Sem prazo delimitado,421018.0,1ª Vara Cível de Recife,Sem observações
624,8986773-71.2022.6.45.5854,1432,Civil,Inicial,Ativo,Dra. Cavalcante,2025-12-07,2025-05-29,185703.0,14ª Vara Trabalhista de Recife,Sem observações
625,1311508-84.2020.3.38.8512,895,Civil,Acordo Extrajudicial,Em recurso,Dr. Barros,2024-11-14,2026-12-28,371643.0,18ª Vara Cível de Recife,Sem observações
626,2112478-55.2024.2.51.9095,1181,Trabalhista,Sentença,Em recurso,Dra. Fontes,2025-02-24,2026-03-13,25830.0,8ª Vara Trabalhista de Recife,Sem observações
627,8717678-27.2025.5.11.4526,1333,Civil,Recurso,Ativo,Dra. Cavalcante,2020-10-16,2026-03-13,105227.0,15ª Vara Criminal de Recife,Sem observações
628,6011987-71.2020.8.10.4396,15,Trabalhista,Acordo Extrajudicial,Encerrado,Dr. Melo,2025-05-17,2026-07-26,Sem valor,12ª Vara Trabalhista de Recife,Sem observações
629,6418382-43.2020.8.63.9133,853,Trabalhista,Recurso,Ativo,Dra. Cavalcante,2026-02-17,2025-11-30,139849.0,9ª Vara Criminal de Recife,Sem observações
630,8905709-90.2020.9.55.2471,760,Civil,Recurso,Ativo,Dra. Cavalcante,2022-12-02,2025-02-12,310049.0,4ª Vara Criminal de Recife,Aguardando documentos
631,5159882-37.2022.9.71.7550,54,Trabalhista,Audiência,Ativo,Dr. Melo,2021-03-15,2026-03-16,191374.0,1ª Vara Trabalhista de Recife,Sem observações
632,5947618-28.2023.6.53.6118,487,Trabalhista,Recurso,Encerrado,Dr. Barros,2022-04-12,2026-12-20,417533.0,6ª Vara Cível de Recife,Aguardando documentos
633,6524227-53.2025.1.97.6214,230,Civil,Acordo Extrajudicial,Suspenso,Dra. Cavalcante,2020-09-15,2026-06-23,Sem valor,5ª Vara Cível de Recife,Sem observações
634,8892606-62.2022.2.87.2168,904,Civil,Recurso,Ativo,Dr. Barros,2025-01-08,2025-11-08,446063.0,1ª Vara Criminal de Recife,Sem observações
635,5518767-82.2023.4.96.9873,332,Civil,Audiência,Ativo,Dr. Barros,2022-11-28,2025-01-27,491423.0,14ª Vara Trabalhista de Recife,Sem observações
636,8168054-14.2024.6.50.1232,1465,Trabalhista,Inicial,Encerrado,Dr. Melo,2021-12-06,Sem prazo delimitado,44742.0,15ª Vara Cível de Recife,Sem observações
637,9810112-12.2021.1.97.8847,537,Civil,Acordo Extrajudicial,Ativo,Dr. Barros,2025-12-22,2026-10-10,Sem valor,7ª Vara Criminal de Recife,Sem observações
638,5116418-16.2025.3.98.2234,574,Trabalhista,Acordo Extrajudicial,Em recurso,Dr. Melo,2022-11-13,2025-07-29,220670.0,2ª Vara Cível de Recife,Sem observações
639,5867457-18.2023.9.16.7298,4,Civil,Instrução,Encerrado,Dr. Melo,2022-03-27,2025-11-12,304486.0,2ª Vara Criminal de Recife,Sem observações
640,9086174-80.2025.1.81.3292,301,Trabalhista,Audiência,Suspenso,Dra. Fontes,2024-09-29,2026-12-11,49609.0,18ª Vara Trabalhista de Recife,Sem observações
641,1964519-55.2020.7.58.6781,976,Civil,Recurso,Ativo,Dra. Cavalcante,2025-10-08,2026-04-11,116716.0,20ª Vara Trabalhista de Recife,Aguardando documentos
642,4065326-72.2025.8.58.5304,330,Civil,Recurso,Ativo,Dra. Fontes,2020-06-08,2025-04-30,392587.0,8ª Vara Trabalhista de Recife,Sem observações
643,1742202-63.2023.6.68.9372,1138,Trabalhista,Execução,Ativo,Dr. Barros,2020-06-13,2026-11-10,172246.0,19ª Vara Cível de Recife,Sem observações
644,7941836-76.2025.4.34.6543,1306,Trabalhista,Sentença,Ativo,Dr. Barros,2020-05-15,2025-10-13,128489.0,3ª Vara Criminal de Recife,Sem observações
645,5850223-43.2020.3.81.3185,516,Trabalhista,Audiência,Ativo,Dra. Fontes,2024-09-18,2025-09-01,392386.0,7ª Vara Trabalhista de Recife,Sem observações
646,5788467-41.2023.8.93.8134,572,Civil,Audiência,Suspenso,Dra. Cavalcante,2023-11-27,2025-08-13,496242.0,17ª Vara Criminal de Recife,Sem observações
647,3395583-64.2024.4.41.2181,847,Trabalhista,Sentença,Ativo,Dr. Barros,2021-09-03,2025-02-02,78315.0,1ª Vara Criminal de Recife,Sem observações
648,4952151-27.2023.3.38.8762,140,Trabalhista,Arquivado,Encerrado,Dr. Melo,2021-08-03,2026-01-11,499710.0,1ª Vara Criminal de Recife,Sem observações
649,5700249-43.2020.5.57.9341,876,Trabalhista,Arquivado,Ativo,Dra. Cavalcante,2022-11-19,2025-06-02,Sem valor,9ª Vara Criminal de Recife,Sem observações
650,7687351-51.2022.6.73.6768,963,Civil,Instrução,Encerrado,Dr. Melo,2025-08-18,2025-01-15,176074.0,10ª Vara Cível de Recife,Sem observações
651,8749473-21.2020.4.12.9144,60,Trabalhista,Execução,Ativo,Dr. Barros,2024-03-20,2026-06-27,139410.0,2ª Vara Trabalhista de Recife,Sem observações
652,4016576-41.2022.7.10.6952,1052,Trabalhista,Sentença,Encerrado,Dra. Fontes,2022-05-12,2026-11-08,16708.0,7ª Vara Cível de Recife,Sem observações
653,2112478-55.2024.2.51.9095,873,Trabalhista,Recurso,Acordo,Dr. Barros,2020-08-12,2026-01-01,55802.0,15ª Vara Trabalhista de Recife,Sem observações
654,3464073-25.2022.8.73.5075,973,Civil,Execução,Ativo,Dra. Fontes,2022-09-18,2026-04-17,Sem valor,10ª Vara Cível de Recife,Sem observações
655,1615190-23.2022.2.42.6238,678,Trabalhista,Audiência,Em recurso,Dr. Barros,2021-09-01,2026-11-19,181452.0,3ª Vara Cível de Recife,Sem observações
