cliente_id,nome,cpf,contato,email,data_inicio,cidade
287,Simone Cunha,561.745.514-65,(81) 97678-7357,Não informado,2023-07-19,Recife
288,João Silva,614.208.396-97,(81) 92189-6860,cliente288@email.com,2023-05-19,Petrolina
289,Leandro Pinto,402.749.247-48,(81) 97406-9941,cliente289@email.com,2024-03-08,Recife
290,Simone Cunha,412.315.866-54,(81) 99970-2394,cliente290@email.com,2022-05-17,Olinda
291,Camila Martins,572.760.662-19,(81) 91891-9992,cliente291@email.com,2023-04-05,Recife
292,Bruno Araújo,734.171.298-50,(81) 92639-5671,cliente292@email.com,2025-06-13,Recife
293,Luciana Melo,904.326.829-92,(81) 96131-5033,cliente293@email.com,2024-11-21,Olinda
294,Claudia Silveira,761.721.183-45,(81) 92783-3879,cliente294@email.com,2021-07-27,Caruaru
295,Paulo Rezende,619.746.131-84,Não informado,cliente295@email.com,2024-07-17,Recife
296,Simone Cunha,890.703.850-47,(81) 97430-4658,cliente296@email.com,2021-07-02,Petrolina
297,Gabriela Teixeira,243.556.263-32,(81) 93717-9423,cliente297@email.com,2021-08-21,Caruaru
298,Carlos Souza,311.630.910-56,Não informado,cliente298@email.com,2024-05-08,Recife
299,Carlos Souza,683.278.485-93,(81) 95314-9918,cliente299@email.com,2024-03-30,Recife
300,Felipe Barbosa,718.106.613-27,(81) 98976-8898,cliente300@email.com,2024-12-06,Recife
301,Cristina Azevedo,930.438.837-24,(81) 94773-7793,cliente301@email.com,2025-05-26,Olinda
302,Luciana Melo,687.706.264-27,Não informado,Não informado,2025-09-30,Recife
303,Marcos Carvalho,187.321.559-87,(81) 91305-5644,cliente303@email.com,2025-04-14,Olinda
304,Gustavo Lopes,841.802.450-68,(81) 95333-3747,cliente304@email.com,2020-10-08,Olinda
305,Rafael Alves,720.198.281-70,(81) 97877-3450,cliente305@email.com,2020-06-08,Recife
306,Fábio Vieira,893.794.764-65,Não informado,cliente306@email.com,2025-11-08,Recife
307,Tatiana Cruz,237.360.588-39,(81) 92600-7971,cliente307@email.com,2020-12-09,Caruaru
308,Bruno Araújo,635.220.632-10,Não informado,cliente308@email.com,2024-03-16,Petrolina
309,Gabriela Teixeira,796.506.873-36,(81) 96990-5514,cliente309@email.com,2024-08-19,Olinda
310,Gabriela Teixeira,975.984.775-25,(81) 97522-3262,cliente310@email.com,2022-07-30,Recife
311,Larissa Ribeiro,498.751.105-21,(81) 91852-3633,cliente311@email.com,2021-08-18,Recife
312,Pedro Santos,393.828.711-17,(81) 97564-9536,cliente312@email.com,2021-12-18,Recife
313,Bruno Araújo,815.337.729-31,(81) 99364-9451,cliente313@email.com,2020-05-27,Olinda
314,Fernanda Costa,854.820.170-21,(81) 99482-1251,cliente314@email.com,2026-03-01,Caruaru
315,Natalia Mendes,279.516.618-23,Não informado,Não informado,2026-04-07,Caruaru
316,Juliana Ferreira,676.595.888-41,(81) 98254-7178,cliente316@email.com,2023-10-23,Recife
317,Aline Monteiro,919.423.522-55,(81) 94610-4767,cliente317@email.com,2025-10-16,Olinda
318,Rodrigo Cavalcanti,282.587.421-55,Não informado,cliente318@email.com,2022-06-14,Olinda
319,Vera Pires,334.307.954-41,(81) 95348-4387,cliente319@email.com,2023-12-29,Recife
320,Fernanda Costa,480.735.422-73,(81) 91692-8901,cliente320@email.com,2023-01-30,Petrolina
321,Thiago Gomes,455.503.981-97,(81) 91533-9232,cliente321@email.com,2021-12-16,Recife
322,Tatiana Cruz,727.982.365-33,(81) 96331-6924,cliente322@email.com,2026-02-24,Petrolina
323,Mariana Fonseca,386.561.284-83,(81) 96981-7563,cliente323@email.com,2021-06-21,Recife
324,Paulo Rezende,925.109.280-63,(81) 93450-8749,cliente324@email.com,2025-08-08,Petrolina
325,Patricia Moura,587.959.744-22,(81) 94530-5166,cliente325@email.com,2025-01-16,Caruaru
326,Gabriela Teixeira,224.459.988-96,Não informado,cliente326@email.com,2022-03-25,Caruaru
327,Diego Nunes,746.248.989-31,(81) 95694-8598,cliente327@email.com,2023-10-13,Recife
328,Fernanda Costa,555.899.983-56,(81) 97479-5444,cliente328@email.com,2025-11-03,Olinda
329,Camila Martins,270.506.205-22,(81) 92311-4450,cliente329@email.com,2020-09-18,Recife
330,Ana Lima,368.732.259-20,(81) 92363-2702,cliente330@email.com,2024-05-15,Recife
331,Rodrigo Cavalcanti,465.981.433-70,Não informado,cliente331@email.com,2025-03-28,Recife
332,Henrique Nascimento,755.754.646-49,(81) 98126-9576,cliente332@email.com,2023-11-23,Recife
333,Henrique Nascimento,635.934.876-27,Não informado,cliente333@email.com,2023-11-09,Recife
334,Priscila Andrade,661.482.293-62,(81) 94788-1118,cliente334@email.com,2026-04-15,Olinda
335,Denise Nogueira,882.919.727-98,(81) 94924-9464,cliente335@email.com,2023-01-18,Petrolina
336,Bruno Araújo,292.428.119-29,(81) 95458-9060,cliente336@email.com,2020-07-22,Olinda
337,Rafael Alves,192.254.115-73,Não informado,cliente337@email.com,2022-06-08,Petrolina
338,Gabriela Teixeira,894.501.173-79,(81) 91918-5366,cliente338@email.com,2025-04-09,Petrolina
339,João Silva,571.852.889-22,(81) 91549-4263,cliente339@email.com,2025-04-11,Petrolina
340,Leandro Pinto,662.633.225-42,Não informado,cliente340@email.com,2025-05-25,Caruaru
341,Ana Lima,698.222.505-41,(81) 93742-5523,cliente341@email.com,2020-02-06,Recife
342,Leonardo Campos,161.464.760-29,(81) 96544-1983,cliente342@email.com,2026-05-01,Petrolina
343,Thiago Gomes,805.486.466-27,(81) 94161-1349,cliente343@email.com,2022-10-23,Recife
344,Henrique Nascimento,381.988.951-86,(81) 96303-8674,cliente344@email.com,2026-03-21,Petrolina
345,Rodrigo Cavalcanti,734.977.472-89,(81) 94039-1306,cliente345@email.com,2022-09-05,Recife
346,André Borges,519.756.429-24,(81) 95638-6285,cliente346@email.com,2021-01-29,Recife
347,Lucas Pereira,773.601.638-89,(81) 91521-7366,Não informado,2022-11-14,Recife
348,Denise Nogueira,579.920.754-17,(81) 99051-2310,cliente348@email.com,2024-01-18,Caruaru
349,Denise Nogueira,179.321.631-22,(81) 92153-5979,cliente349@email.com,2021-02-18,Olinda
350,Bruno Araújo,884.753.690-55,(81) 97802-2728,cliente350@email.com,2025-02-21,Recife
351,Marcos Carvalho,422.663.432-57,(81) 98258-6772,cliente351@email.com,2024-08-15,Recife
352,Eduardo Ramos,563.558.506-10,(81) 95162-6898,cliente352@email.com,2020-05-21,Recife
353,Lucas Pereira,666.623.669-83,(81) 91355-5521,Não informado,2021-09-25,Caruaru
354,Beatriz Rocha,682.322.851-19,(81) 92505-7550,cliente354@email.com,2023-08-22,Petrolina
355,Mateus Queiroz,927.690.490-20,Não informado,cliente355@email.com,2020-08-17,Caruaru
356,Renata Freitas,155.412.636-15,(81) 91187-7266,cliente356@email.com,2023-07-31,Caruaru
357,Vitor Macedo,327.542.396-60,(81) 99269-2475,cliente357@email.com,2021-08-29,Petrolina
358,Daniel Batista,592.672.302-72,(81) 93136-3209,cliente358@email.com,2024-07-06,Recife
359,Mariana Fonseca,787.523.533-56,(81) 92467-2843,cliente359@email.com,2023-11-27,Recife
360,Cristina Azevedo,551.145.937-39,(81) 98245-3389,cliente360@email.com,2022-03-28,Recife
361,Fernanda Costa,451.810.923-24,(81) 95713-1225,cliente361@email.com,2023-06-03,Caruaru
362,Larissa Ribeiro,485.696.779-77,(81) 93315-1301,cliente362@email.com,2020-06-27,Caruaru
363,Bruno Araújo,497.776.377-94,Não informado,cliente363@email.com,2024-01-15,Caruaru
364,Cristina Azevedo,190.290.303-74,(81) 98940-9709,cliente364@email.com,2025-02-18,Recife
365,Amanda Castro,800.460.463-90,Não informado,cliente365@email.com,2023-05-23,Recife
366,Roberto Dias,255.449.502-94,(81) 95590-4695,Não informado,2021-07-16,Recife
367,Claudia Silveira,559.655.234-36,(81) 96118-6395,cliente367@email.com,2021-07-21,Olinda
368,Patricia Moura,425.169.670-78,(81) 93378-3589,cliente368@email.com,2021-04-29,Recife
369,Maria Oliveira,897.292.209-26,(81) 95485-3489,Não informado,2022-01-26,Recife
370,Daniel Batista,181.804.898-71,Não informado,cliente370@email.com,2021-07-03,Recife
371,Cristina Azevedo,882.115.376-62,(81) 91528-7694,cliente371@email.com,2022-06-30,Olinda
372,Pedro Santos,537.514.894-15,(81) 98496-5043,cliente372@email.com,2024-04-07,Recife
373,Vera Pires,211.562.567-15,Não informado,cliente373@email.com,2022-10-03,Recife
374,Carlos Souza,398.550.507-48,Não informado,cliente374@email.com,2023-03-17,Caruaru
375,Mariana Fonseca,215.284.897-84,(81) 92481-9202,cliente375@email.com,2026-02-16,Caruaru
376,Henrique Nascimento,192.356.431-98,(81) 94308-8449,cliente376@email.com,2021-11-02,Recife
377,Juliana Ferreira,487.663.489-15,(81) 99383-3619,cliente377@email.com,2021-11-30,Olinda
378,Beatriz Rocha,741.285.220-26,(81) 98311-5731,Não informado,2022-04-10,Recife
379,Aline Monteiro,564.519.552-20,(81) 94553-8794,cliente379@email.com,2020-01-27,Recife
380,Roberto Dias,974.133.783-83,(81) 91601-3381,cliente380@email.com,2023-05-07,Recife
381,Rafael Alves,867.692.468-14,(81) 93906-8460,cliente381@email.com,2021-01-16,Caruaru
382,Leandro Pinto,582.237.224-98,Não informado,cliente382@email.com,2023-01-29,Recife
383,Larissa Ribeiro,841.805.719-46,(81) 92436-8924,cliente383@email.com,2024-10-15,Caruaru
384,Tatiana Cruz,927.284.724-39,(81) 99154-9069,cliente384@email.com,2023-04-04,Recife
385,Maria Oliveira,146.441.458-81,(81) 97793-7783,Não informado,2022-05-19,Recife
386,Rodrigo Cavalcanti,449.505.841-82,(81) 92865-6460,cliente386@email.com,2020-04-29,Caruaru
387,Vanessa Correia,239.593.259-90,Não informado,cliente387@email.com,2025-03-01,Petrolina
388,Gustavo Lopes,313.691.801-52,(81) 99779-1306,Não informado,2023-12-19,Caruaru
389,Maria Oliveira,985.901.869-49,(81) 94070-2914,cliente389@email.com,2023-07-12,Petrolina
390,Fernanda Costa,214.483.903-14,(81) 95953-3867,cliente390@email.com,2022-04-07,Recife
391,Maria Oliveira,894.435.246-22,(81) 99579-6084,cliente391@email.com,2025-10-15,Olinda
392,Paulo Rezende,418.145.803-86,(81) 92897-1067,cliente392@email.com,2020-12-22,Recife
393,Tatiana Cruz,305.297.393-45,(81) 94438-6257,cliente393@email.com,2025-12-20,Recife
394,Juliana Ferreira,655.458.662-50,(81) 92677-4384,cliente394@email.com,2023-01-15,Recife
395,Amanda Castro,791.151.208-59,(81) 91475-8712,Não informado,2020-08-08,Olinda
396,Denise Nogueira,937.302.830-95,(81) 96119-6444,Não informado,2025-12-25,Recife
397,Lucas Pereira,337.329.247-88,(81) 98625-8709,cliente397@email.com,2022-11-22,Olinda
398,Mateus Queiroz,215.459.590-69,(81) 92070-8787,cliente398@email.com,2021-11-30,Recife
399,Daniel Batista,645.572.510-85,(81) 92162-5949,cliente399@email.com,2024-08-20,Recife
400,Marcos Carvalho,657.810.341-32,(81) 98132-6606,cliente400@email.com,2020-11-15,Recife
401,Luciana Melo,712.211.801-86,(81) 97648-2140,cliente401@email.com,2024-04-01,Recife
402,Larissa Ribeiro,250.776.252-67,Não informado,cliente402@email.com,2025-12-16,Olinda
403,Larissa Ribeiro,191.696.108-88,(81) 98122-6640,cliente403@email.com,2025-09-21,Caruaru
404,Ana Lima,981.388.986-13,(81) 96885-2797,cliente404@email.com,2022-08-21,Recife
405,Eduardo Ramos,668.493.963-56,(81) 93278-4083,cliente405@email.com,2024-04-09,Olinda
406,Joao Silva,838.598.773-65,Não informado,Não informado,2021-07-10,Petrolina
407,Mateus Queiroz,463.331.290-64,(81) 98373-7303,cliente407@email.com,2020-01-31,Recife
408,Vitor Macedo,138.681.594-57,Não informado,cliente408@email.com,2021-04-08,Olinda
409,Paulo Rezende,724.190.351-70,(81) 92281-9574,cliente409@email.com,2020-11-15,Recife
410,Ana Lima,461.917.401-47,(81) 96431-7897,Não informado,2021-11-17,Recife
411,Daniel Batista,393.596.184-26,(81) 95780-1447,Não informado,2025-09-01,Caruaru
412,Lucas Pereira,478.927.279-43,(81) 93476-8317,cliente412@email.com,2022-08-25,Caruaru
413,Fernanda Costa,343.776.550-91,(81) 97765-7277,cliente413@email.com,2021-11-16,Recife
414,Cristina Azevedo,339.488.799-59,(81) 98803-9724,cliente414@email.com,2025-04-27,Recife
415,Rodrigo Cavalcanti,644.752.462-65,(81) 91672-2595,cliente415@email.com,2023-01-21,Recife
416,Felipe Barbosa,445.793.806-33,(81) 94193-9518,cliente416@email.com,2023-07-07,Recife
417,João Silva,134.124.734-21,(81) 95127-4163,cliente417@email.com,2020-08-20,Recife
418,Roberto Dias,812.288.359-47,(81) 94027-2816,cliente418@email.com,2025-03-27,Recife
419,Aline Monteiro,265.899.175-45,(81) 96298-5216,cliente419@email.com,2020-09-12,Recife
420,Felipe Barbosa,760.603.211-28,(81) 97432-3923,cliente420@email.com,2026-01-23,Recife
421,Cristina Azevedo,172.685.845-42,Não informado,Não informado,2024-12-31,Olinda
422,Cristina Azevedo,627.824.889-72,(81) 97411-1060,cliente422@email.com,2025-05-12,Recife
423,Thiago Gomes,680.648.467-52,(81) 98898-2985,cliente423@email.com,2023-05-25,Caruaru
424,André Borges,667.140.493-94,(81) 94327-3893,cliente424@email.com,2022-02-21,Recife
425,Roberto Dias,125.837.707-40,(81) 91584-4163,cliente425@email.com,2025-06-26,Petrolina
426,André Borges,447.157.445-15,Não informado,cliente426@email.com,2024-07-18,Recife
427,André Borges,244.600.769-12,Não informado,cliente427@email.com,2025-04-14,Olinda
428,Mateus Queiroz,725.274.955-85,(81) 92594-8474,cliente428@email.com,2020-09-18,Recife
429,Priscila Andrade,223.800.689-79,(81) 97586-6312,cliente429@email.com,2021-07-16,Recife
430,Luciana Melo,549.349.695-15,(81) 97060-3703,Não informado,2021-06-30,Olinda
431,Maria Oliveira,810.926.911-70,(81) 95648-7819,cliente431@email.com,2021-06-03,Recife
432,Henrique Nascimento,284.834.611-88,Não informado,cliente432@email.com,2020-12-26,Caruaru
433,Gustavo Lopes,733.470.983-79,(81) 99686-2567,cliente433@email.com,2025-09-09,Caruaru
434,Ana Lima,786.144.155-92,(81) 93888-3617,cliente434@email.com,2024-01-31,Caruaru
435,Vanessa Correia,261.904.129-72,(81) 99804-3881,cliente435@email.com,2025-10-10,Recife
436,Henrique Nascimento,333.200.342-62,(81) 92804-6343,cliente436@email.com,2022-03-30,Recife
437,Fábio Vieira,482.239.568-34,(81) 93917-7346,cliente437@email.com,2024-08-01,Caruaru
438,Lucas Pereira,569.528.275-53,(81) 92820-8627,cliente438@email.com,2022-06-19,Recife
439,Mariana Fonseca,982.321.705-70,(81) 99548-9015,cliente439@email.com,2025-03-10,Recife
440,Amanda Castro,145.141.581-74,(81) 91083-7844,cliente440@email.com,2020-05-17,Petrolina
441,Mateus Queiroz,849.516.323-26,Não informado,cliente441@email.com,2024-01-08,Recife
442,Fábio Vieira,890.241.995-61,(81) 98452-8598,cliente442@email.com,2022-01-27,Recife
443,Aline Monteiro,133.403.536-44,(81) 96454-9698,cliente443@email.com,2026-01-30,Recife
444,Fernanda Costa,213.492.474-69,(81) 96963-1844,cliente444@email.com,2020-06-16,Recife
445,Simone Cunha,764.589.855-84,(81) 99841-2860,cliente445@email.com,2022-09-05,Caruaru
446,Diego Nunes,481.453.563-72,Não informado,cliente446@email.com,2025-08-15,Petrolina
447,Denise Nogueira,568.189.182-60,(81) 92075-4085,cliente447@email.com,2022-01-02,Recife
448,Marcos Carvalho,526.798.654-26,(81) 91371-5803,cliente448@email.com,2025-04-25,Recife
449,Cristina Azevedo,921.337.954-76,Não informado,cliente449@email.com,2023-10-07,Recife
450,Cristina Azevedo,680.235.908-49,(81) 98503-5982,cliente450@email.com,2021-04-12,Petrolina
451,Gabriela Teixeira,828.648.392-33,(81) 93725-3634,cliente451@email.com,2021-12-19,Olinda
452,Amanda Castro,781.424.452-28,(81) 94361-1568,cliente452@email.com,2024-07-03,Recife
453,Patricia Moura,259.104.856-79,(81) 98504-6246,cliente453@email.com,2025-09-09,Petrolina
454,Rodrigo Cavalcanti,805.215.849-71,(81) 98243-6549,cliente454@email.com,2020-06-13,Caruaru
455,Maria Oliveira,327.900.885-45,(81) 94197-9625,Não informado,2022-03-12,Recife
456,Alexandre Paiva,782.469.507-28,(81) 99381-1918,cliente456@email.com,2024-10-17,Recife
457,Rodrigo Cavalcanti,922.553.395-30,(81) 98278-7809,cliente457@email.com,2024-10-02,Olinda
458,Luciana Melo,704.874.484-21,(81) 96495-2083,cliente458@email.com,2020-01-28,Petrolina
459,Camila Martins,667.602.143-48,(81) 97254-5742,cliente459@email.com,2023-05-29,Olinda
460,Maria Oliveira,527.283.603-98,(81) 93034-5713,Não informado,2022-09-29,Petrolina
461,Pedro Santos,482.624.850-83,(81) 98799-2959,cliente461@email.com,2020-12-03,Recife
462,Ana Lima,751.464.149-47,(81) 96917-7873,cliente462@email.com,2023-04-09,Recife
463,Bruno Araújo,377.801.814-98,(81) 96180-5932,Não informado,2024-01-24,Olinda
464,João Silva,323.258.615-38,(81) 93671-2678,cliente464@email.com,2022-02-10,Petrolina
465,Aline Monteiro,456.419.807-56,Não informado,cliente465@email.com,2021-07-23,Olinda
466,Denise Nogueira,228.314.233-20,(81) 94712-6036,cliente466@email.com,2024-10-06,Recife
467,Maria Oliveira,580.221.359-15,(81) 99412-1971,cliente467@email.com,2020-09-28,Recife
468,Juliana Ferreira,966.864.384-84,(81) 92487-3384,cliente468@email.com,2023-11-25,Recife
469,Daniel Batista,832.296.388-31,(81) 99664-4555,Não informado,2026-01-09,Olinda
470,Vitor Macedo,954.463.488-64,(81) 92758-3963,cliente470@email.com,2022-05-27,Recife
471,Jorge Brito,184.435.605-24,(81) 95723-1665,cliente471@email.com,2024-04-25,Recife
472,Henrique Nascimento,283.113.790-72,(81) 98793-7020,cliente472@email.com,2021-03-06,Recife
473,Beatriz Rocha,472.303.446-35,(81) 93764-2060,cliente473@email.com,2024-07-13,Recife
474,Priscila Andrade,587.782.717-61,(81) 97557-6834,cliente474@email.com,2025-07-06,Petrolina
475,Rafael Alves,855.154.950-18,Não informado,cliente475@email.com,2025-02-08,Petrolina
476,Leonardo Campos,911.577.306-47,(81) 99518-9064,cliente476@email.com,2025-08-01,Recife
477,Vanessa Correia,560.422.973-58,(81) 92951-7285,cliente477@email.com,2024-12-17,Olinda
478,Simone Cunha,599.882.212-82,(81) 96119-7374,cliente478@email.com,2025-07-02,Petrolina
479,Simone Cunha,428.162.128-85,(81) 96779-5660,cliente479@email.com,2020-07-03,Caruaru
480,Vera Pires,459.157.777-41,(81) 96855-7749,cliente480@email.com,2022-10-11,Recife
481,Fernanda Costa,433.138.571-94,Não informado,cliente481@email.com,2024-09-26,Caruaru
482,Maria Oliveira,202.807.791-36,(81) 92601-9001,cliente482@email.com,2023-10-08,Olinda
483,Mariana Fonseca,319.394.371-16,(81) 92234-9779,cliente483@email.com,2023-05-02,Olinda
484,Mariana Fonseca,586.537.314-54,(81) 92102-9700,cliente484@email.com,2020-11-10,Recife
485,Patricia Moura,284.119.742-76,(81) 98425-9971,cliente485@email.com,2022-03-02,Recife
486,Vera Pires,634.305.473-69,(81) 98106-1981,cliente486@email.com,2021-08-28,Petrolina
487,Gustavo Lopes,362.803.715-40,(81) 95702-3631,cliente487@email.com,2024-07-20,Olinda
488,Maria Oliveira,263.379.239-13,(81) 91606-4309,cliente488@email.com,2022-11-24,Recife
489,Simone Cunha,980.185.421-87,Não informado,cliente489@email.com,2023-05-05,Caruaru
490,Alexandre Paiva,223.634.780-84,(81) 92833-9196,cliente490@email.com,2025-11-21,Olinda
491,Leonardo Campos,323.247.209-32,(81) 94865-7928,cliente491@email.com,2022-05-26,Petrolina
492,Felipe Barbosa,586.799.352-45,(81) 99941-7943,cliente492@email.com,2021-08-16,Caruaru
493,Maria Oliveira,359.665.493-49,(81) 91895-4926,cliente493@email.com,2024-01-26,Recife
494,Amanda Castro,192.942.874-40,(81) 95186-5929,cliente494@email.com,2023-03-05,Petrolina
495,Roberto Dias,582.854.522-52,(81) 92312-9055,cliente495@email.com,2024-09-26,Olinda
496,Mateus Queiroz,811.128.880-16,(81) 96353-8426,cliente496@email.com,2022-01-22,Recife
497,Isabela Cardoso,911.427.562-71,(81) 93131-7722,cliente497@email.com,2021-06-30,Caruaru
498,Bruno Araújo,123.671.762-88,(81) 94677-1339,cliente498@email.com,2022-07-25,Olinda
499,Felipe Barbosa,274.680.220-11,(81) 92459-7028,cliente499@email.com,2025-11-23,Recife
500,Priscila Andrade,491.233.541-36,(81) 95717-9096,cliente500@email.com,2022-06-01,Recife
501,Claudia Silveira,368.341.732-67,Não informado,cliente501@email.com,2022-10-14,Recife
502,João Silva,853.711.362-19,(81) 97283-7935,cliente502@email.com,2021-01-25,Caruaru
503,Amanda Castro,359.616.734-58,(81) 91745-1087,cliente503@email.com,2023-05-24,Olinda
504,Simone Cunha,998.579.235-21,(81) 99074-6557,cliente504@email.com,2023-07-23,Olinda
505,Felipe Barbosa,540.389.997-43,(81) 95603-6907,cliente505@email.com,2022-12-16,Olinda
506,Eduardo Ramos,293.252.155-39,(81) 98208-1871,Não informado,2022-01-20,Olinda
507,Denise Nogueira,604.215.966-28,(81) 98949-8499,cliente507@email.com,2021-05-21,Caruaru
508,Camila Martins,638.885.684-33,(81) 94479-1067,cliente508@email.com,2024-01-09,Petrolina
509,Claudia Silveira,957.431.257-13,(81) 97120-2737,cliente509@email.com,2020-11-28,Petrolina
510,Roberto Dias,849.851.916-82,(81) 98423-6323,cliente510@email.com,2021-06-13,Recife
511,Rodrigo Cavalcanti,282.345.889-61,(81) 97534-5180,Não informado,2020-12-31,Olinda
512,Leandro Pinto,853.925.417-97,(81) 99042-8083,cliente512@email.com,2021-06-21,Caruaru
513,Vitor Macedo,930.477.728-33,(81) 92478-7922,cliente513@email.com,2024-11-13,Recife
514,Vitor Macedo,744.762.637-20,(81) 99115-9638,cliente514@email.com,2023-04-05,Petrolina
515,Patricia Moura,664.178.146-75,(81) 95841-1781,cliente515@email.com,2021-03-16,Recife
516,Aline Monteiro,216.858.777-69,(81) 99248-1266,cliente516@email.com,2022-01-05,Recife
517,Fernanda Costa,449.992.929-33,(81) 98371-5342,cliente517@email.com,2022-05-14,Recife
518,Rafael Alves,771.588.571-98,Não informado,cliente518@email.com,2024-07-17,Caruaru
519,Mariana Fonseca,228.238.114-34,(81) 95958-2435,cliente519@email.com,2021-03-04,Recife
520,Larissa Ribeiro,188.408.888-69,(81) 99824-4127,cliente520@email.com,2021-08-29,Recife
521,Marcos Carvalho,560.699.348-35,Não informado,cliente521@email.com,2023-04-22,Recife
522,Vanessa Correia,854.692.710-80,(81) 97810-9121,Não informado,2023-04-06,Petrolina
523,Vitor Macedo,119.532.690-50,(81) 91994-9655,Não informado,2026-03-16,Petrolina
524,Juliana Ferreira,394.843.296-70,Não informado,cliente524@email.com,2023-09-11,Recife
525,Claudia Silveira,526.953.789-93,(81) 95806-7395,cliente525@email.com,2024-01-15,Recife
526,Larissa Ribeiro,912.525.605-48,(81) 99063-2653,cliente526@email.com,2022-08-19,Recife
527,Diego Nunes,445.540.216-89,(81) 91523-2043,cliente527@email.com,2022-07-17,Petrolina
528,Felipe Barbosa,718.785.206-16,(81) 93476-9444,cliente528@email.com,2024-11-28,Recife
529,Mariana Fonseca,991.310.470-30,(81) 93736-2934,cliente529@email.com,2023-04-11,Recife
530,Rafael Alves,351.954.928-70,(81) 97811-1107,cliente530@email.com,2023-10-30,Recife
531,Natalia Mendes,906.333.241-64,(81) 99677-7909,cliente531@email.com,2024-08-20,Recife
532,Claudia Silveira,925.629.171-20,Não informado,cliente532@email.com,2023-10-17,Petrolina
533,Ana Lima,402.529.511-97,(81) 91947-9516,cliente533@email.com,2026-03-17,Caruaru
534,João Silva,739.907.733-93,(81) 94360-9919,cliente534@email.com,2024-12-16,Olinda
535,Patricia Moura,390.318.195-75,(81) 99527-9860,cliente535@email.com,2026-03-10,Recife
536,Marcos Carvalho,952.892.411-64,(81) 95238-4954,cliente536@email.com,2025-08-31,Caruaru
537,Felipe Barbosa,564.447.341-84,(81) 95881-1085,cliente537@email.com,2025-12-24,Caruaru
538,Patricia Moura,207.435.628-84,(81) 99514-5057,cliente538@email.com,2022-02-27,Petrolina
539,Rafael Alves,319.556.179-57,(81) 93130-8802,cliente539@email.com,2025-11-25,Caruaru
540,Luciana Melo,247.617.230-72,(81) 97830-3668,cliente540@email.com,2025-02-17,Recife
541,Larissa Ribeiro,212.223.478-83,(81) 92945-7694,Não informado,2023-01-04,Recife
542,Gabriela Teixeira,246.245.902-85,Não informado,Não informado,2024-09-23,Caruaru
543,Larissa Ribeiro,592.686.417-82,(81) 91732-7841,cliente543@email.com,2025-01-26,Petrolina
544,Paulo Rezende,987.845.433-21,(81) 98357-3440,cliente544@email.com,2024-08-04,Caruaru
545,Andre Borges,986.269.824-13,(81) 95544-2450,cliente545@email.com,2023-06-19,Recife
546,Simone Cunha,868.587.614-12,(81) 99548-4103,cliente546@email.com,2021-07-05,Recife
547,Natalia Mendes,511.703.146-72,(81) 99741-6249,cliente547@email.com,2020-05-04,Petrolina
548,Maria Oliveira,247.287.361-21,(81) 93755-5675,cliente548@email.com,2021-09-23,Recife
549,Marcos Carvalho,499.201.427-28,(81) 91958-5882,cliente549@email.com,2024-08-17,Petrolina
550,Juliana Ferreira,620.870.616-59,(81) 94874-9076,cliente550@email.com,2021-04-16,Petrolina
551,Simone Cunha,352.881.668-93,(81) 95409-2663,cliente551@email.com,2021-05-29,Petrolina
552,Fernanda Costa,650.533.668-67,(81) 93755-5016,Não informado,2020-06-20,Recife
553,Rodrigo Cavalcanti,459.962.747-37,(81) 95110-7228,cliente553@email.com,2025-09-21,Recife
554,André Borges,315.725.616-50,(81) 95578-8077,cliente554@email.com,2023-11-04,Caruaru
555,Amanda Castro,723.587.104-11,(81) 93190-1033,cliente555@email.com,2021-12-11,Petrolina
556,André Borges,461.932.485-86,(81) 98293-3022,cliente556@email.com,2024-01-06,Recife
557,Aline Monteiro,192.935.728-90,(81) 96862-4137,cliente557@email.com,2023-05-26,Olinda
558,Priscila Andrade,300.940.753-60,(81) 94425-1116,cliente558@email.com,2021-03-30,Olinda
559,Simone Cunha,230.365.683-39,(81) 93101-2065,cliente559@email.com,2025-11-12,Olinda
560,Claudia Silveira,102.537.756-96,(81) 95143-8437,cliente560@email.com,2020-07-31,Petrolina
561,Gustavo Lopes,384.530.645-67,(81) 94678-1769,Não informado,2023-07-19,Caruaru
562,Fernanda Costa,301.268.437-49,(81) 92219-5095,cliente562@email.com,2020-09-14,Recife
563,Fábio Vieira,210.584.344-53,(81) 95102-5049,cliente563@email.com,2020-10-08,Recife
564,Sonia Tavares,486.420.968-98,(81) 91994-1546,cliente564@email.com,2020-09-23,Petrolina
565,Ana Lima,511.198.732-62,(81) 95831-7249,cliente565@email.com,2022-08-12,Petrolina
566,Leandro Pinto,629.436.701-34,(81) 91425-8439,cliente566@email.com,2021-03-18,Recife
567,Bruno Araújo,348.240.916-15,(81) 98284-4046,cliente567@email.com,2020-09-04,Recife
568,Cristina Azevedo,398.477.108-76,(81) 96057-6618,Não informado,2021-08-15,Petrolina
569,Diego Nunes,714.809.439-84,(81) 98794-8657,cliente569@email.com,2023-10-06,Caruaru
570,Marcos Carvalho,577.738.318-40,(81) 94654-4772,cliente570@email.com,2025-05-23,Recife
571,Leandro Pinto,245.397.550-34,(81) 91491-2887,Não informado,2024-01-14,Olinda
572,Bruno Araújo,300.122.280-43,(81) 95029-3925,Não informado,2021-02-18,Petrolina
