processo_id,numero_processo,cliente_id,tipo,fase,status,advogado_responsavel,data_abertura,prazo_proximo,valor_causa,vara,observacoes
1164,4584224-94.2025.2.57.2511,682,Civil,Recurso,Ativo,Dra. Cavalcante,06-04-2022,06-05-2025,R$ 176719.00,1ª Vara Criminal de Recife,Não informado
1165,4874996-38.2022.9.94.8154,374,Trabalhista,Instrução,Encerrado,Dr. Melo,09-09-2022,03-07-2026,R$ 356329.00,4ª Vara Trabalhista de Recife,Aguardando documentos
1166,7999133-20.2023.7.26.1121,1309,Trabalhista,Recurso,Em recurso,Dra. Cavalcante,28-04-2021,18-09-2026,R$ 386223.00,19ª Vara Cível de Recife,Não informado
1167,3588109-63.2023.1.26.4223,902,Civil,Execução,Ativo,Dr. Barros,26-02-2023,03-03-2025,R$ 291434.00,20ª Vara Trabalhista de Recife,Não informado
1168,8368372-34.2020.6.43.9691,1147,Trabalhista,Sentença,Encerrado,Dra. Cavalcante,11-12-2024,07-02-2026,R$ 447441.00,17ª Vara Cível de Recife,Em negociação
1169,5432782-56.2021.2.97.6240,632,Trabalhista,Arquivado,Encerrado,Dr. Barros,28-01-2021,23-04-2026,R$ 253333.14,2ª Vara Criminal de Recife,Não informado
1170,8539686-69.2023.4.36.2235,1063,Civil,Execução,Ativo,Dr. Barros,17-02-2020,26-10-2026,R$ 373171.00,6ª Vara Trabalhista de Recife,Não informado
1171,7916680-90.2022.1.67.1785,473,Trabalhista,Audiência,Ativo,Dra. Cavalcante,21-09-2020,17-06-2026,R$ 253333.14,5ª Vara Criminal de Recife,Não informado
1172,8590346-68.2020.7.63.7780,623,Trabalhista,Instrução,Ativo,Dr. Melo,01-12-2023,21-12-2025,R$ 195262.00,1ª Vara Cível de Recife,Em negociação
1173,5518767-82.2023.4.96.9873,476,Civil,Sentença,Em recurso,Dr. Barros,19-12-2024,13-05-2026,R$ 307647.00,17ª Vara Cível de Recife,Não informado
1174,3242098-97.2025.4.44.9916,1350,Trabalhista,Execução,Ativo,Dra. Cavalcante,24-03-2022,20-09-2025,R$ 278986.00,11ª Vara Criminal de Recife,Em negociação
1175,7599278-46.2021.4.96.3535,978,Civil,Instrução,Encerrado,Dr. Melo,27-02-2024,16-04-2025,R$ 195055.00,6ª Vara Cível de Recife,Urgente
1176,4202942-75.2025.6.91.7611,29,Civil,Recurso,Em recurso,Dra Fontes,25-04-2021,20-06-2025,R$ 82179.00,9ª Vara Criminal de Recife,Não informado
1177,7848147-32.2021.6.58.3528,419,Trabalhista,Arquivado,Ativo,Dra Fontes,27-08-2023,19-06-2025,R$ 469770.00,14ª Vara Criminal de Recife,Não informado
1178,3376786-12.2020.7.64.5093,668,Trabalhista,Execução,Ativo,Dr. Melo,24-10-2025,27-10-2025,R$ 253333.14,12ª Vara Criminal de Recife,Não informado
1179,2824928-33.2020.1.90.6467,903,Civil,Acordo extrajudicial,Suspenso,Dra. Fontes,04-05-2020,06-11-2025,R$ 253333.14,17ª Vara Cível de Recife,Não informado
1180,5826200-20.2025.1.91.8748,1103,Trabalhista,Arquivado,Suspenso,Dr. Barros,08-11-2021,25-12-2026,R$ 246269.00,3ª Vara Trabalhista de Recife,Não informado
1181,7862554-22.2024.7.83.6459,1303,Trabalhista,Recurso,Ativo,Dr. Melo,16-05-2023,20-10-2025,R$ 253333.14,16ª Vara Cível de Recife,Não informado
1182,9970343-38.2020.5.18.4483,1209,Civil,Audiência,Encerrado,Dr. Melo,13-10-2022,07-07-2026,R$ 83661.00,11ª Vara Trabalhista de Recife,Cliente não responde
1183,1438459-62.2020.7.78.3410,745,Trabalhista,Arquivado,Em recurso,Dra Fontes,10-01-2023,12-07-2025,R$ 490889.00,5ª Vara Cível de Recife,Aguardando documentos
1184,5788467-41.2023.8.93.8134,421,Trabalhista,Execução,Encerrado,Dr. Melo,22-06-2021,12-05-2026,R$ 276479.00,2ª Vara Criminal de Recife,Urgente
1185,8168450-48.2020.2.65.4570,1214,Civil,Audiência,Em recurso,Dr. Melo,31-10-2020,Não informado,R$ 282495.00,3ª Vara Trabalhista de Recife,Não informado
1186,6034606-21.2023.6.18.6684,1058,Civil,Sentença,Encerrado,Dr. Melo,06-08-2025,19-12-2026,R$ 398320.00,7ª Vara Criminal de Recife,Não informado
1187,8209168-30.2020.1.41.7632,772,Trabalhista,Sentença,Ativo,Dr. Barros,18-07-2023,12-05-2026,R$ 117332.00,18ª Vara Criminal de Recife,Aguardando documentos
1188,5035093-45.2021.1.27.3097,1193,Trabalhista,Inicial,Ativo,Dr. Barros,21-11-2025,Não informado,R$ 57146.00,7ª Vara Criminal de Recife,Urgente
1189,4721085-96.2020.6.92.9645,501,Civil,Audiência,Ativo,Dr. Melo,06-04-2026,21-10-2025,R$ 253333.14,4ª Vara Cível de Recife,Não informado
1190,7820540-78.2023.1.75.4823,1463,Trabalhista,Recurso,Encerrado,Dr. Barros,04-08-2026,18-08-2025,R$ 44805.00,8ª Vara Criminal de Recife,Não informado
1191,3346094-93.2020.2.94.1759,493,Civil,Acordo extrajudicial,Ativo,Dra Fontes,09-11-2023,20-01-2026,R$ 296149.00,17ª Vara Criminal de Recife,Urgente
1192,6927716-18.2022.9.56.1445,948,Civil,Recurso,Suspenso,Dra. Cavalcante,05-03-2021,31-01-2026,R$ 236087.00,2ª Vara Cível de Recife,Cliente não responde
1193,2869625-86.2025.7.14.5837,219,Civil,Instrução,Suspenso,Dra Fontes,01-08-2025,18-01-2025,R$ 253333.14,17ª Vara Criminal de Recife,Aguardando documentos
1194,9798556-59.2021.3.62.3110,163,Civil,Inicial,Ativo,Dr. Barros,24-08-2024,25-09-2025,R$ 458767.00,3ª Vara Criminal de Recife,Aguardando documentos
1195,7243958-65.2020.5.25.5047,20,Trabalhista,Inicial,Ativo,Dra. Cavalcante,17-03-2020,13-03-2025,R$ 402272.00,8ª Vara Trabalhista de Recife,Em negociação
1196,3724721-44.2021.9.75.5553,348,Trabalhista,Instrução,Suspenso,Dr. Melo,31-05-2022,02-02-2025,R$ 347189.00,1ª Vara Cível de Recife,Em negociação
1197,8749473-21.2020.4.12.9144,568,Civil,Instrução,Encerrado,Dr. Barros,25-08-2022,02-06-2025,R$ 473966.00,12ª Vara Cível de Recife,Cliente não responde
1198,2895065-46.2022.7.67.1438,1171,Trabalhista,Audiência,Ativo,Dra. Fontes,25-07-2022,31-07-2025,R$ 103300.00,3ª Vara Cível de Recife,Não informado
1199,8368255-39.2020.9.60.4414,558,Civil,Recurso,Encerrado,Dra Fontes,25-05-2020,01-07-2026,R$ 57688.00,1ª Vara Criminal de Recife,Urgente
1200,5514997-95.2024.1.84.8098,416,Civil,Execução,Ativo,Dr. Barros,01-01-2020,06-04-2025,R$ 253333.14,8ª Vara Cível de Recife,Aguardando documentos
1201,2884639-86.2023.2.31.8737,456,Trabalhista,Acordo extrajudicial,Encerrado,Dra. Cavalcante,02-12-2023,09-12-2026,R$ 463014.00,18ª Vara Trabalhista de Recife,Não informado
1202,9408522-77.2021.3.36.8376,291,Trabalhista,Inicial,Encerrado,Dra. Cavalcante,13-01-2021,17-03-2026,R$ 145503.00,8ª Vara Criminal de Recife,Não informado
1203,3418432-84.2025.3.59.5858,1297,Civil,Arquivado,Ativo,Dr. Melo,23-03-2023,03-02-2025,R$ 404914.00,7ª Vara Cível de Recife,Não informado
1204,1185885-59.2023.7.19.8433,769,Civil,Arquivado,Ativo,Dr. Melo,05-03-2020,25-04-2025,R$ 21957.00,13ª Vara Trabalhista de Recife,Urgente
1205,7398699-88.2025.6.55.3587,726,Civil,Instrução,Ativo,Dr. Barros,22-05-2024,09-11-2026,R$ 333883.00,20ª Vara Criminal de Recife,Urgente
1206,6011987-71.2020.8.10.4396,871,Trabalhista,Sentença,Encerrado,Dr. Melo,15-01-2020,24-07-2026,R$ 253333.14,8ª Vara Trabalhista de Recife,Urgente
1207,8323566-47.2021.3.26.4644,605,Civil,Sentença,Encerrado,Dr. Melo,04-05-2025,20-08-2026,R$ 38778.00,19ª Vara Trabalhista de Recife,Não informado
1208,7381740-86.2021.2.88.6570,1147,Civil,Inicial,Ativo,Dr. Barros,13-10-2024,25-12-2025,R$ 482768.00,15ª Vara Criminal de Recife,Não informado
1209,8125196-18.2023.1.53.1215,521,Trabalhista,Inicial,Em recurso,Dra. Cavalcante,04-11-2020,13-06-2025,R$ 66041.00,10ª Vara Trabalhista de Recife,Não informado
1210,4326518-76.2023.4.36.8530,406,Civil,Execução,Ativo,Dra Fontes,05-04-2021,15-03-2026,R$ 180964.00,3ª Vara Cível de Recife,Não informado
1211,4768255-51.2022.4.94.5695,192,Trabalhista,Sentença,Ativo,Dr. Barros,14-02-2026,Não informado,R$ 253333.14,9ª Vara Criminal de Recife,Não informado
1212,7848147-32.2021.6.58.3528,796,Trabalhista,Audiência,Em recurso,Dr. Melo,28-02-2026,18-06-2025,R$ 253333.14,1ª Vara Criminal de Recife,Não informado
1213,5266269-78.2021.7.59.1392,867,Trabalhista,Sentença,Ativo,Dra. Cavalcante,09-06-2020,27-01-2026,R$ 253333.14,9ª Vara Trabalhista de Recife,Aguardando documentos
1214,8286828-70.2022.9.31.8012,784,Civil,Execução,Suspenso,Dr. Melo,16-12-2023,Não informado,R$ 469361.00,19ª Vara Criminal de Recife,Aguardando documentos
1215,5614769-67.2022.9.87.1001,730,Civil,Arquivado,Ativo,Dr. Barros,05-05-2021,Não informado,R$ 334589.00,8ª Vara Criminal de Recife,Cliente não responde
1216,1676369-34.2022.3.47.6087,661,Trabalhista,Recurso,Ativo,Dr. Melo,30-01-2022,20-11-2026,R$ 300918.00,12ª Vara Cível de Recife,Aguardando documentos
1217,7539718-58.2020.2.52.9800,1239,Civil,Inicial,Ativo,Dra. Fontes,11-08-2024,16-01-2025,R$ 477518.00,4ª Vara Criminal de Recife,Urgente
1218,2554938-48.2024.1.13.4544,973,Trabalhista,Instrução,Ativo,Dr. Barros,18-05-2021,12-03-2025,R$ 253333.14,20ª Vara Trabalhista de Recife,Urgente
1219,8843990-84.2020.6.68.3017,628,Trabalhista,Inicial,Ativo,Dr. Melo,22-11-2024,30-04-2025,R$ 253333.14,18ª Vara Criminal de Recife,Não informado
1220,3766710-17.2025.4.91.1472,239,Trabalhista,Arquivado,Ativo,Dra. Cavalcante,21-07-2025,19-11-2025,R$ 253333.14,6ª Vara Criminal de Recife,Urgente
1221,8986773-71.2022.6.45.5854,343,Trabalhista,Inicial,Encerrado,Dra Fontes,19-02-2022,10-12-2026,R$ 253333.14,4ª Vara Trabalhista de Recife,Não informado
1222,6476769-27.2021.5.22.2570,479,Trabalhista,Acordo extrajudicial,Encerrado,Dr. Melo,14-06-2024,25-08-2025,R$ 253333.14,14ª Vara Cível de Recife,Não informado
1223,2545435-52.2025.3.59.7623,1285,Civil,Acordo extrajudicial,Encerrado,Dra. Cavalcante,31-01-2020,02-10-2025,R$ 253333.14,7ª Vara Trabalhista de Recife,Não informado
1224,4874996-38.2022.9.94.8154,93,Trabalhista,Execução,Encerrado,Dra. Cavalcante,28-02-2022,07-12-2025,R$ 253333.14,14ª Vara Cível de Recife,Não informado
1225,4180949-86.2020.3.26.7593,588,Trabalhista,Inicial,Ativo,Dr. Barros,28-12-2024,18-04-2026,R$ 389295.00,4ª Vara Trabalhista de Recife,Em negociação
1226,1784068-27.2021.3.12.2538,715,Civil,Recurso,Ativo,Dra Fontes,20-09-2020,02-10-2026,R$ 253333.14,1ª Vara Criminal de Recife,Em negociação
1227,5239450-56.2022.7.99.2371,1071,Trabalhista,Inicial,Encerrado,Dra. Fontes,25-05-2021,15-11-2026,R$ 253333.14,14ª Vara Cível de Recife,Aguardando documentos
1228,1614850-25.2020.8.85.3161,97,Civil,Sentença,Encerrado,Dr. Melo,26-02-2023,16-02-2026,R$ 414861.00,7ª Vara Trabalhista de Recife,Cliente não responde
1229,5316105-58.2020.3.22.3571,70,Trabalhista,Recurso,Ativo,Dr. Barros,16-11-2020,19-07-2025,R$ 241675.00,19ª Vara Criminal de Recife,Não informado
1230,7687292-20.2021.4.85.7539,15,Civil,Recurso,Encerrado,Dr. Melo,14-01-2020,20-10-2026,R$ 253333.14,16ª Vara Trabalhista de Recife,Não informado
1231,6105303-92.2021.4.39.3868,379,Trabalhista,Instrução,Encerrado,Dr. Barros,13-04-2022,02-05-2026,R$ 89601.00,12ª Vara Trabalhista de Recife,Não informado
1232,8129073-22.2024.4.16.9656,1188,Civil,Inicial,Suspenso,Dra. Fontes,17-12-2021,02-12-2026,R$ 346659.00,3ª Vara Criminal de Recife,Urgente
1233,3785792-10.2020.5.78.7940,1068,Trabalhista,Sentença,Ativo,Dr. Melo,23-09-2025,09-05-2026,R$ 367242.00,1ª Vara Trabalhista de Recife,Cliente não responde
1234,9573194-21.2022.1.35.8352,509,Trabalhista,Instrução,Encerrado,Dra Fontes,12-12-2021,17-11-2026,R$ 320483.00,2ª Vara Criminal de Recife,Não informado
1235,7419280-60.2021.1.40.9417,918,Civil,Audiência,Encerrado,Dr. Barros,20-10-2022,09-08-2025,R$ 82932.00,15ª Vara Cível de Recife,Cliente não responde
1236,7515318-25.2024.4.34.6280,1048,Civil,Audiência,Ativo,Dra. Cavalcante,11-03-2024,20-11-2026,R$ 253333.14,18ª Vara Cível de Recife,Não informado
1237,7245951-43.2021.4.11.7623,1180,Trabalhista,Inicial,Encerrado,Dra Fontes,12-12-2020,21-03-2025,R$ 253333.14,6ª Vara Cível de Recife,Aguardando documentos
1238,3821719-15.2025.2.86.2518,860,Civil,Execução,Suspenso,Dra Fontes,25-08-2025,10-07-2025,R$ 253333.14,16ª Vara Cível de Recife,Em negociação
1239,7722274-26.2024.9.14.7062,926,Trabalhista,Arquivado,Ativo,Dr. Melo,02-10-2022,28-10-2026,R$ 375093.00,12ª Vara Trabalhista de Recife,Não informado
1240,6953559-38.2025.7.42.9212,1430,Civil,Recurso,Ativo,Dr. Melo,27-08-2024,27-12-2026,R$ 442414.00,3ª Vara Criminal de Recife,Não informado
1241,5991409-16.2021.8.44.1303,454,Trabalhista,Acordo extrajudicial,Ativo,Dra Fontes,24-07-2025,06-01-2026,R$ 182837.00,3ª Vara Criminal de Recife,Cliente não responde
1242,1974389-81.2024.5.57.9354,1430,Trabalhista,Execução,Em recurso,Dr. Melo,26-01-2026,20-06-2025,R$ 24677.00,9ª Vara Trabalhista de Recife,Não informado
1243,1101935-78.2023.5.88.5299,374,Trabalhista,Inicial,Ativo,Dra Fontes,28-09-2021,06-05-2026,R$ 418916.00,4ª Vara Criminal de Recife,Não informado
1244,1099617-37.2023.9.61.1793,898,Trabalhista,Execução,Ativo,Dr. Barros,01-11-2020,06-05-2026,R$ 138935.00,20ª Vara Criminal de Recife,Não informado
1245,1974389-81.2024.5.57.9354,1498,Civil,Instrução,Encerrado,Dra. Cavalcante,03-03-2020,15-04-2025,R$ 459361.00,3ª Vara Cível de Recife,Não informado
1246,8588997-88.2020.6.29.5987,623,Trabalhista,Audiência,Ativo,Dra Fontes,04-06-2023,13-02-2025,R$ 240043.00,11ª Vara Trabalhista de Recife,Não informado
1247,7687292-20.2021.4.85.7539,775,Trabalhista,Instrução,Em recurso,Dr. Barros,14-02-2020,14-11-2026,R$ 416155.00,2ª Vara Trabalhista de Recife,Não informado
1248,4687348-31.2023.1.92.6907,431,Civil,Arquivado,Encerrado,Dr. Melo,28-01-2020,18-03-2026,R$ 218920.00,7ª Vara Cível de Recife,Urgente
1249,5316105-58.2020.3.22.3571,832,Trabalhista,Execução,Ativo,Dr. Barros,10-04-2023,21-01-2026,R$ 49366.00,8ª Vara Criminal de Recife,Em negociação
1250,6036037-32.2025.3.53.7515,1270,Civil,Audiência,Ativo,Dra Fontes,22-01-2024,18-01-2025,R$ 253333.14,12ª Vara Cível de Recife,Não informado
1251,2480014-80.2024.2.29.9847,1120,Trabalhista,Arquivado,Suspenso,Dr. Melo,27-06-2024,21-02-2025,R$ 402304.00,4ª Vara Trabalhista de Recife,Cliente não responde
1252,5116418-16.2025.3.98.2234,396,Trabalhista,Acordo extrajudicial,Ativo,Dr. Melo,12-01-2022,22-05-2025,R$ 253333.14,6ª Vara Cível de Recife,Cliente não responde
1253,4768255-51.2022.4.94.5695,1244,Civil,Execução,Em recurso,Dr. Melo,06-01-2022,13-03-2025,R$ 450572.00,15ª Vara Criminal de Recife,Aguardando documentos
1254,7786207-82.2024.2.92.5696,63,Trabalhista,Audiência,Ativo,Dr. Barros,30-06-2024,25-07-2026,R$ 35094.00,12ª Vara Trabalhista de Recife,Em negociação
1255,9774395-92.2023.2.75.3192,406,Trabalhista,Audiência,Ativo,Dra. Cavalcante,23-03-2021,23-02-2025,R$ 253333.14,16ª Vara Criminal de Recife,Não informado
1256,1633270-27.2024.2.52.7034,1345,Trabalhista,Sentença,Em recurso,Dr. Barros,16-01-2023,28-01-2026,R$ 253333.14,11ª Vara Trabalhista de Recife,Aguardando documentos
1257,9666878-83.2023.6.29.9905,271,Civil,Audiência,Ativo,Dr. Melo,17-12-2022,17-06-2025,R$ 298505.00,19ª Vara Trabalhista de Recife,Urgente
1258,3260101-88.2022.8.37.9169,572,Trabalhista,Arquivado,Encerrado,Dr. Barros,17-06-2025,14-07-2026,R$ 321845.00,17ª Vara Trabalhista de Recife,Não informado
1259,6992158-64.2024.5.43.7750,162,Civil,Audiência,Encerrado,Dra. Fontes,06-05-2020,10-01-2026,R$ 419163.00,15ª Vara Trabalhista de Recife,Não informado
1260,1757615-27.2025.7.10.3762,110,Trabalhista,Execução,Ativo,Dra. Cavalcante,21-01-2023,06-04-2025,R$ 320395.00,15ª Vara Criminal de Recife,Não informado
1261,9804642-71.2024.4.76.5486,974,Civil,Audiência,Encerrado,Dra Fontes,01-05-2021,09-09-2025,R$ 423301.00,18ª Vara Cível de Recife,Aguardando documentos
1262,9573194-21.2022.1.35.8352,468,Trabalhista,Inicial,Ativo,Dra. Cavalcante,04-12-2026,17-01-2026,R$ 253333.14,1ª Vara Cível de Recife,Não informado
1263,7141324-67.2025.3.86.3413,1340,Civil,Audiência,Em recurso,Dr. Barros,31-05-2024,04-08-2026,R$ 253333.14,3ª Vara Trabalhista de Recife,Em negociação
1264,7320713-89.2022.3.68.7881,138,Trabalhista,Arquivado,Encerrado,Dr. Barros,12-05-2024,25-06-2026,R$ 126861.00,7ª Vara Criminal de Recife,Não informado
1265,5462435-11.2024.9.85.2977,22,Trabalhista,Sentença,Em recurso,Dr. Barros,26-05-2023,22-09-2026,R$ 253333.14,9ª Vara Criminal de Recife,Urgente
1266,4433355-55.2023.8.48.9346,63,Trabalhista,Execução,Ativo,Dr. Barros,06-01-2023,09-12-2025,R$ 345703.00,4ª Vara Criminal de Recife,Urgente
1267,9953454-93.2020.2.52.5723,349,Civil,Instrução,Ativo,Dr. Melo,24-12-2021,23-09-2026,R$ 486237.00,19ª Vara Cível de Recife,Em negociação
1268,3724721-44.2021.9.75.5553,728,Trabalhista,Inicial,Em recurso,Dra. Cavalcante,29-03-2023,13-02-2026,R$ 318874.00,7ª Vara Cível de Recife,Não informado
1269,5850223-43.2020.3.81.3185,273,Civil,Instrução,Encerrado,Dr. Melo,07-07-2023,12-01-2025,R$ 253333.14,6ª Vara Trabalhista de Recife,Urgente
1270,2016341-89.2023.7.48.2724,1169,Trabalhista,Recurso,Em recurso,Dra. Fontes,09-08-2023,23-09-2026,R$ 294098.00,11ª Vara Trabalhista de Recife,Urgente
1271,6416661-36.2021.8.21.8496,172,Trabalhista,Audiência,Ativo,Dr. Barros,05-08-2020,16-10-2025,R$ 253333.14,6ª Vara Criminal de Recife,Urgente
1272,2753004-76.2021.8.83.9874,288,Civil,Audiência,Em recurso,Dr. Barros,22-01-2024,07-03-2025,R$ 120543.00,15ª Vara Criminal de Recife,Não informado
1273,5492622-29.2021.9.92.7737,534,Trabalhista,Instrução,Encerrado,Dr. Melo,02-10-2025,24-12-2026,R$ 438772.00,11ª Vara Criminal de Recife,Não informado
1274,2966787-79.2022.1.41.9944,703,Trabalhista,Inicial,Ativo,Dr. Barros,26-07-2025,06-08-2026,R$ 270700.00,11ª Vara Cível de Recife,Não informado
1275,5996426-23.2022.8.20.3566,527,Trabalhista,Instrução,Ativo,Dr. Melo,22-08-2025,21-11-2025,R$ 285848.00,2ª Vara Trabalhista de Recife,Cliente não responde
1276,5850223-43.2020.3.81.3185,552,Trabalhista,Instrução,Ativo,Dra. Cavalcante,21-06-2021,Não informado,R$ 253333.14,4ª Vara Criminal de Recife,Em negociação
1277,2545435-52.2025.3.59.7623,715,Trabalhista,Sentença,Ativo,Dra Fontes,06-09-2023,02-01-2025,R$ 203487.00,20ª Vara Trabalhista de Recife,Não informado
1278,3785792-10.2020.5.78.7940,262,Trabalhista,Execução,Ativo,Dra. Cavalcante,03-10-2020,Não informado,R$ 482633.00,19ª Vara Trabalhista de Recife,Não informado
1279,2118934-75.2023.5.97.9563,1148,Trabalhista,Audiência,Encerrado,Dr. Melo,12-02-2022,08-02-2025,R$ 388325.00,20ª Vara Cível de Recife,Urgente
1280,6334947-38.2020.4.71.6173,52,Trabalhista,Audiência,Ativo,Dra. Cavalcante,19-11-2023,27-01-2026,R$ 266004.00,12ª Vara Criminal de Recife,Urgente
1281,6524227-53.2025.1.97.6214,1417,Trabalhista,Execução,Em recurso,Dra. Fontes,30-04-2022,Não informado,R$ 287851.00,18ª Vara Trabalhista de Recife,Aguardando documentos
1282,7236875-79.2024.7.97.5566,1085,Trabalhista,Acordo extrajudicial,Ativo,Dra. Cavalcante,01-07-2022,06-06-2026,R$ 276807.00,12ª Vara Criminal de Recife,Cliente não responde
1283,5271615-59.2021.2.54.6844,1394,Trabalhista,Acordo extrajudicial,Encerrado,Dr. Melo,04-12-2023,06-03-2026,R$ 253333.14,7ª Vara Cível de Recife,Urgente
1284,5159882-37.2022.9.71.7550,1095,Civil,Audiência,Ativo,Dra Fontes,08-06-2020,20-07-2026,R$ 259613.00,9ª Vara Trabalhista de Recife,Em negociação
1285,5266269-78.2021.7.59.1392,97,Civil,Inicial,Ativo,Dra. Fontes,21-06-2024,30-06-2026,R$ 104689.00,5ª Vara Trabalhista de Recife,Cliente não responde
1286,8220628-15.2021.8.54.9077,551,Trabalhista,Recurso,Ativo,Dra Fontes,18-02-2021,24-03-2025,R$ 35369.00,16ª Vara Cível de Recife,Aguardando documentos
1287,1557680-16.2021.4.16.4031,1330,Trabalhista,Execução,Encerrado,Dr. Barros,28-05-2021,26-03-2025,R$ 225356.00,16ª Vara Criminal de Recife,Aguardando documentos
1288,9057219-99.2020.9.96.3254,710,Trabalhista,Arquivado,Suspenso,Dra. Cavalcante,02-10-2024,19-12-2026,R$ 363975.00,1ª Vara Cível de Recife,Cliente não responde
1289,3306375-34.2024.9.48.9154,164,Trabalhista,Audiência,Em recurso,Dra. Cavalcante,10-10-2021,17-02-2025,R$ 253333.14,9ª Vara Cível de Recife,Não informado
1290,9804642-71.2024.4.76.5486,774,Civil,Recurso,Ativo,Dr. Barros,29-01-2021,24-05-2025,R$ 443711.00,16ª Vara Cível de Recife,Não informado
1291,9953454-93.2020.2.52.5723,99,Civil,Acordo extrajudicial,Encerrado,Dr. Barros,28-08-2022,10-04-2026,R$ 69093.00,15ª Vara Cível de Recife,Em negociação
1292,4140100-24.2024.4.63.7178,53,Trabalhista,Instrução,Encerrado,Dr. Melo,24-01-2021,20-12-2025,R$ 253333.14,18ª Vara Criminal de Recife,Não informado
1293,1237577-83.2022.8.91.4649,747,Civil,Recurso,Ativo,Dr. Melo,07-10-2022,18-04-2026,R$ 488051.00,20ª Vara Cível de Recife,Em negociação
1294,5116418-16.2025.3.98.2234,1195,Trabalhista,Execução,Em recurso,Dra Fontes,20-01-2026,16-02-2026,R$ 409180.00,11ª Vara Cível de Recife,Não informado
1295,6836135-90.2022.9.37.5643,435,Civil,Inicial,Ativo,Dr. Barros,03-11-2025,01-03-2025,R$ 188245.00,15ª Vara Trabalhista de Recife,Não informado
1296,5753123-52.2021.4.48.4042,1262,Civil,Arquivado,Ativo,Dra. Cavalcante,13-05-2022,16-12-2025,R$ 434180.00,7ª Vara Trabalhista de Recife,Aguardando documentos
1297,8905709-90.2020.9.55.2471,184,Trabalhista,Recurso,Encerrado,Dr. Barros,13-10-2022,07-12-2026,R$ 397524.00,3ª Vara Cível de Recife,Não informado
1298,8717678-27.2025.5.11.4526,753,Civil,Recurso,Ativo,Dr. Melo,09-03-2020,23-11-2025,R$ 53630.00,4ª Vara Criminal de Recife,Urgente
1299,5422047-80.2024.8.62.4364,217,Civil,Acordo extrajudicial,Ativo,Dra. Cavalcante,29-08-2024,27-08-2025,R$ 253333.14,7ª Vara Criminal de Recife,Urgente
1300,2129757-49.2025.4.14.5657,149,Trabalhista,Arquivado,Ativo,Dr. Melo,27-12-2025,23-10-2026,R$ 392016.00,16ª Vara Cível de Recife,Não informado
1301,3542799-64.2025.6.13.7299,637,Civil,Recurso,Ativo,Dra. Cavalcante,26-03-2025,07-10-2025,R$ 253333.14,16ª Vara Cível de Recife,Cliente não responde
1302,9489806-94.2021.2.55.9162,766,Trabalhista,Inicial,Encerrado,Dr. Barros,07-08-2022,16-11-2026,R$ 392762.00,1ª Vara Criminal de Recife,Não informado
1303,8183950-10.2021.5.84.9388,1324,Trabalhista,Instrução,Ativo,Dra Fontes,09-12-2023,04-10-2025,R$ 391622.00,2ª Vara Criminal de Recife,Não informado
1304,4584224-94.2025.2.57.2511,1007,Civil,Instrução,Suspenso,Dr. Barros,01-09-2021,20-10-2026,R$ 455095.00,3ª Vara Trabalhista de Recife,Não informado
1305,4493339-70.2021.7.17.8725,1400,Trabalhista,Instrução,Ativo,Dr. Barros,08-07-2023,23-02-2026,R$ 420010.00,19ª Vara Criminal de Recife,Não informado
1306,6254488-31.2024.9.48.3216,172,Civil,Execução,Em recurso,Dra. Fontes,18-04-2022,26-11-2025,R$ 253333.14,20ª Vara Criminal de Recife,Em negociação
1307,6686912-30.2025.4.68.7078,583,Trabalhista,Execução,Encerrado,Dr. Melo,20-01-2021,20-04-2026,R$ 262306.00,1ª Vara Criminal de Recife,Urgente
1308,1101935-78.2023.5.88.5299,1024,Trabalhista,Sentença,Encerrado,Dra. Fontes,19-05-2024,11-06-2025,R$ 311027.00,6ª Vara Criminal de Recife,Cliente não responde
1309,5271615-59.2021.2.54.6844,83,Civil,Sentença,Encerrado,Dr. Melo,26-03-2024,04-05-2026,R$ 103170.00,5ª Vara Criminal de Recife,Em negociação
1310,2909764-51.2025.7.78.2223,953,Trabalhista,Execução,Encerrado,Dra. Fontes,29-01-2020,17-04-2025,R$ 253333.14,11ª Vara Criminal de Recife,Não informado
1311,3418432-84.2025.3.59.5858,265,Trabalhista,Audiência,Encerrado,Dr. Barros,15-04-2021,07-02-2025,R$ 246893.00,5ª Vara Criminal de Recife,Aguardando documentos
1312,7381740-86.2021.2.88.6570,672,Trabalhista,Inicial,Encerrado,Dra Fontes,09-01-2023,Não informado,R$ 141218.00,14ª Vara Trabalhista de Recife,Não informado
1313,4874996-38.2022.9.94.8154,942,Civil,Recurso,Encerrado,Dra. Fontes,05-02-2021,23-03-2026,R$ 108026.00,18ª Vara Cível de Recife,Cliente não responde
1314,8157599-64.2024.2.89.5276,525,Trabalhista,Instrução,Ativo,Dr. Melo,05-03-2024,11-11-2026,R$ 428061.00,14ª Vara Criminal de Recife,Em negociação
1315,5826200-20.2025.1.91.8748,638,Civil,Instrução,Ativo,Dr. Melo,26-02-2021,16-08-2026,R$ 253333.14,19ª Vara Criminal de Recife,Cliente não responde
1316,1557680-16.2021.4.16.4031,163,Civil,Audiência,Suspenso,Dra. Fontes,30-10-2025,28-07-2026,R$ 75605.00,15ª Vara Trabalhista de Recife,Cliente não responde
